data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,state_code,state,region,data_fimSE
2023-05-07,202319,100.0,100,100.0,100,MT,Mato Grosso,Centro-Oeste,2023-05-13
2023-04-30,202318,113.0,113,113.0,113,MT,Mato Grosso,Centro-Oeste,2023-05-06
2023-04-23,202317,91.0,91,91.0,91,MT,Mato Grosso,Centro-Oeste,2023-04-29
2023-04-16,202316,80.0,80,80.0,80,MT,Mato Grosso,Centro-Oeste,2023-04-22
2023-04-09,202315,80.0,80,80.0,80,MT,Mato Grosso,Centro-Oeste,2023-04-15
2023-04-02,202314,63.0,63,63.0,63,MT,Mato Grosso,Centro-Oeste,2023-04-08
2023-03-26,202313,81.0,81,81.0,81,MT,Mato Grosso,Centro-Oeste,2023-04-01
2023-03-19,202312,56.0,56,56.0,56,MT,Mato Grosso,Centro-Oeste,2023-03-25
2023-03-12,202311,85.0,85,85.0,85,MT,Mato Grosso,Centro-Oeste,2023-03-18
2023-03-05,202310,57.0,57,57.0,57,MT,Mato Grosso,Centro-Oeste,2023-03-11
2023-02-26,202309,54.0,54,54.0,54,MT,Mato Grosso,Centro-Oeste,2023-03-04
2023-02-19,202308,40.0,40,40.0,40,MT,Mato Grosso,Centro-Oeste,2023-02-25
2023-02-12,202307,42.0,42,42.0,42,MT,Mato Grosso,Centro-Oeste,2023-02-18
2023-02-05,202306,46.0,46,46.0,46,MT,Mato Grosso,Centro-Oeste,2023-02-11
2023-01-29,202305,24.0,24,24.0,24,MT,Mato Grosso,Centro-Oeste,2023-02-04
2023-01-22,202304,10.0,10,10.0,10,MT,Mato Grosso,Centro-Oeste,2023-01-28
2023-01-15,202303,17.0,17,17.0,17,MT,Mato Grosso,Centro-Oeste,2023-01-21
2023-01-08,202302,19.0,19,19.0,19,MT,Mato Grosso,Centro-Oeste,2023-01-14
2023-01-01,202301,11.0,11,11.0,11,MT,Mato Grosso,Centro-Oeste,2023-01-07
2022-12-25,202252,2.0,2,2.0,2,MT,Mato Grosso,Centro-Oeste,2022-12-31
2022-12-18,202251,0.0,0,0.0,0,MT,Mato Grosso,Centro-Oeste,2022-12-24
2022-12-11,202250,0.0,0,0.0,0,MT,Mato Grosso,Centro-Oeste,2022-12-17
2022-12-04,202249,2.0,2,2.0,2,MT,Mato Grosso,Centro-Oeste,2022-12-10
2022-11-27,202248,0.0,0,0.0,0,MT,Mato Grosso,Centro-Oeste,2022-12-03
2022-11-20,202247,2.0,2,2.0,2,MT,Mato Grosso,Centro-Oeste,2022-11-26
2022-11-13,202246,0.0,0,0.0,0,MT,Mato Grosso,Centro-Oeste,2022-11-19
2022-11-06,202245,1.0,1,1.0,1,MT,Mato Grosso,Centro-Oeste,2022-11-12
2022-10-30,202244,4.0,4,4.0,4,MT,Mato Grosso,Centro-Oeste,2022-11-05
2022-10-23,202243,5.0,5,5.0,5,MT,Mato Grosso,Centro-Oeste,2022-10-29
2022-10-16,202242,13.0,13,13.0,13,MT,Mato Grosso,Centro-Oeste,2022-10-22
2022-10-09,202241,8.0,8,8.0,8,MT,Mato Grosso,Centro-Oeste,2022-10-15
2022-10-02,202240,8.0,8,8.0,8,MT,Mato Grosso,Centro-Oeste,2022-10-08
2022-09-25,202239,4.0,4,4.0,4,MT,Mato Grosso,Centro-Oeste,2022-10-01
2022-09-18,202238,5.0,5,5.0,5,MT,Mato Grosso,Centro-Oeste,2022-09-24
2022-09-11,202237,6.0,6,6.0,6,MT,Mato Grosso,Centro-Oeste,2022-09-17
2022-09-04,202236,15.0,15,15.0,15,MT,Mato Grosso,Centro-Oeste,2022-09-10
2022-08-28,202235,5.0,5,5.0,5,MT,Mato Grosso,Centro-Oeste,2022-09-03
2022-08-21,202234,5.0,5,5.0,5,MT,Mato Grosso,Centro-Oeste,2022-08-27
2022-08-14,202233,9.0,9,9.0,9,MT,Mato Grosso,Centro-Oeste,2022-08-20
2022-08-07,202232,9.0,9,9.0,9,MT,Mato Grosso,Centro-Oeste,2022-08-13
2022-07-31,202231,11.0,11,11.0,11,MT,Mato Grosso,Centro-Oeste,2022-08-06
2022-07-24,202230,13.0,13,13.0,13,MT,Mato Grosso,Centro-Oeste,2022-07-30
2022-07-17,202229,14.0,14,14.0,14,MT,Mato Grosso,Centro-Oeste,2022-07-23
2022-07-10,202228,20.0,20,20.0,20,MT,Mato Grosso,Centro-Oeste,2022-07-16
2022-07-03,202227,10.0,10,10.0,10,MT,Mato Grosso,Centro-Oeste,2022-07-09
2022-06-26,202226,14.0,14,14.0,14,MT,Mato Grosso,Centro-Oeste,2022-07-02
2022-06-19,202225,9.0,9,9.0,9,MT,Mato Grosso,Centro-Oeste,2022-06-25
2022-06-12,202224,6.0,6,6.0,6,MT,Mato Grosso,Centro-Oeste,2022-06-18
2022-06-05,202223,20.0,20,20.0,20,MT,Mato Grosso,Centro-Oeste,2022-06-11
2022-05-29,202222,24.0,24,24.0,24,MT,Mato Grosso,Centro-Oeste,2022-06-04
2022-05-22,202221,26.0,26,26.0,26,MT,Mato Grosso,Centro-Oeste,2022-05-28
2022-05-15,202220,42.0,42,42.0,42,MT,Mato Grosso,Centro-Oeste,2022-05-21
2022-05-08,202219,58.0,58,58.0,58,MT,Mato Grosso,Centro-Oeste,2022-05-14
2022-05-01,202218,47.0,47,47.0,47,MT,Mato Grosso,Centro-Oeste,2022-05-07
2022-04-24,202217,42.0,42,42.0,42,MT,Mato Grosso,Centro-Oeste,2022-04-30
2022-04-17,202216,40.0,40,40.0,40,MT,Mato Grosso,Centro-Oeste,2022-04-23
2022-04-10,202215,46.0,46,46.0,46,MT,Mato Grosso,Centro-Oeste,2022-04-16
2022-04-03,202214,42.0,42,42.0,42,MT,Mato Grosso,Centro-Oeste,2022-04-09
2022-03-27,202213,39.0,39,39.0,39,MT,Mato Grosso,Centro-Oeste,2022-04-02
2022-03-20,202212,60.0,60,60.0,60,MT,Mato Grosso,Centro-Oeste,2022-03-26
2022-03-13,202211,55.0,55,55.0,55,MT,Mato Grosso,Centro-Oeste,2022-03-19
2022-03-06,202210,59.0,59,59.0,59,MT,Mato Grosso,Centro-Oeste,2022-03-12
2022-02-27,202209,52.0,52,52.0,52,MT,Mato Grosso,Centro-Oeste,2022-03-05
2022-02-20,202208,31.0,31,31.0,31,MT,Mato Grosso,Centro-Oeste,2022-02-26
2022-02-13,202207,25.0,25,25.0,25,MT,Mato Grosso,Centro-Oeste,2022-02-19
2022-02-06,202206,31.0,31,31.0,31,MT,Mato Grosso,Centro-Oeste,2022-02-12
2022-01-30,202205,41.0,41,41.0,41,MT,Mato Grosso,Centro-Oeste,2022-02-05
2022-01-23,202204,16.0,16,16.0,16,MT,Mato Grosso,Centro-Oeste,2022-01-29
2022-01-16,202203,24.0,24,24.0,24,MT,Mato Grosso,Centro-Oeste,2022-01-22
2022-01-09,202202,20.0,20,20.0,20,MT,Mato Grosso,Centro-Oeste,2022-01-15
2022-01-02,202201,27.0,27,27.0,27,MT,Mato Grosso,Centro-Oeste,2022-01-08
2023-11-05,202345,1.0,1,1.0,1,MS,Mato Grosso do Sul,Centro-Oeste,2023-11-11
2023-10-29,202344,8.0,8,8.0,8,MS,Mato Grosso do Sul,Centro-Oeste,2023-11-04
2023-10-22,202343,19.0,19,19.0,19,MS,Mato Grosso do Sul,Centro-Oeste,2023-10-28
2023-10-15,202342,30.0,30,30.0,30,MS,Mato Grosso do Sul,Centro-Oeste,2023-10-21
2023-10-08,202341,22.0,22,22.0,22,MS,Mato Grosso do Sul,Centro-Oeste,2023-10-14
2023-10-01,202340,29.0,29,29.0,29,MS,Mato Grosso do Sul,Centro-Oeste,2023-10-07
2023-09-24,202339,16.0,16,16.0,16,MS,Mato Grosso do Sul,Centro-Oeste,2023-09-30
2023-09-17,202338,54.0,54,54.0,54,MS,Mato Grosso do Sul,Centro-Oeste,2023-09-23
2023-09-10,202337,97.0,97,97.0,97,MS,Mato Grosso do Sul,Centro-Oeste,2023-09-16
2023-09-03,202336,88.0,88,88.0,88,MS,Mato Grosso do Sul,Centro-Oeste,2023-09-09
2023-08-27,202335,87.0,87,87.0,87,MS,Mato Grosso do Sul,Centro-Oeste,2023-09-02
2023-08-20,202334,99.0,99,99.0,99,MS,Mato Grosso do Sul,Centro-Oeste,2023-08-26
2023-08-13,202333,102.0,102,102.0,102,MS,Mato Grosso do Sul,Centro-Oeste,2023-08-19
2023-08-06,202332,115.0,115,115.0,115,MS,Mato Grosso do Sul,Centro-Oeste,2023-08-12
2023-07-30,202331,139.0,139,139.0,139,MS,Mato Grosso do Sul,Centro-Oeste,2023-08-05
2023-07-23,202330,110.0,110,110.0,110,MS,Mato Grosso do Sul,Centro-Oeste,2023-07-29
2023-07-16,202329,135.0,135,135.0,135,MS,Mato Grosso do Sul,Centro-Oeste,2023-07-22
2023-07-09,202328,164.0,164,164.0,164,MS,Mato Grosso do Sul,Centro-Oeste,2023-07-15
2023-07-02,202327,174.0,174,174.0,174,MS,Mato Grosso do Sul,Centro-Oeste,2023-07-08
2023-06-25,202326,180.0,180,180.0,180,MS,Mato Grosso do Sul,Centro-Oeste,2023-07-01
2023-06-18,202325,157.0,157,157.0,157,MS,Mato Grosso do Sul,Centro-Oeste,2023-06-24
2023-06-11,202324,122.0,122,122.0,122,MS,Mato Grosso do Sul,Centro-Oeste,2023-06-17
2023-06-04,202323,281.0,281,281.0,281,MS,Mato Grosso do Sul,Centro-Oeste,2023-06-10
2023-05-28,202322,314.0,314,314.0,314,MS,Mato Grosso do Sul,Centro-Oeste,2023-06-03
2023-05-21,202321,496.0,496,496.0,496,MS,Mato Grosso do Sul,Centro-Oeste,2023-05-27
2023-05-14,202320,646.0,646,646.0,646,MS,Mato Grosso do Sul,Centro-Oeste,2023-05-20
2023-05-07,202319,762.0,762,762.0,762,MS,Mato Grosso do Sul,Centro-Oeste,2023-05-13
2023-04-30,202318,889.0,889,889.0,889,MS,Mato Grosso do Sul,Centro-Oeste,2023-05-06
2023-04-23,202317,828.0,828,828.0,828,MS,Mato Grosso do Sul,Centro-Oeste,2023-04-29
2023-04-16,202316,956.0,956,956.0,956,MS,Mato Grosso do Sul,Centro-Oeste,2023-04-22
2023-04-09,202315,1130.0,1130,1130.0,1130,MS,Mato Grosso do Sul,Centro-Oeste,2023-04-15
2023-04-02,202314,965.0,965,965.0,965,MS,Mato Grosso do Sul,Centro-Oeste,2023-04-08
2023-03-26,202313,1050.0,1050,1050.0,1050,MS,Mato Grosso do Sul,Centro-Oeste,2023-04-01
2023-03-19,202312,806.0,806,806.0,806,MS,Mato Grosso do Sul,Centro-Oeste,2023-03-25
2023-03-12,202311,726.0,726,726.0,726,MS,Mato Grosso do Sul,Centro-Oeste,2023-03-18
2023-03-05,202310,740.0,740,740.0,740,MS,Mato Grosso do Sul,Centro-Oeste,2023-03-11
2023-02-26,202309,632.0,632,632.0,632,MS,Mato Grosso do Sul,Centro-Oeste,2023-03-04
2023-02-19,202308,503.0,503,503.0,503,MS,Mato Grosso do Sul,Centro-Oeste,2023-02-25
2023-02-12,202307,547.0,547,547.0,547,MS,Mato Grosso do Sul,Centro-Oeste,2023-02-18
2023-02-05,202306,491.0,491,491.0,491,MS,Mato Grosso do Sul,Centro-Oeste,2023-02-11
2023-01-29,202305,427.0,427,427.0,427,MS,Mato Grosso do Sul,Centro-Oeste,2023-02-04
2023-01-22,202304,360.0,360,360.0,360,MS,Mato Grosso do Sul,Centro-Oeste,2023-01-28
2023-01-15,202303,309.0,309,309.0,309,MS,Mato Grosso do Sul,Centro-Oeste,2023-01-21
2023-01-08,202302,306.0,306,306.0,306,MS,Mato Grosso do Sul,Centro-Oeste,2023-01-14
2023-01-01,202301,310.0,310,310.0,310,MS,Mato Grosso do Sul,Centro-Oeste,2023-01-07
2022-12-25,202252,81.0,81,81.0,81,MS,Mato Grosso do Sul,Centro-Oeste,2022-12-31
2022-12-18,202251,6.0,6,6.0,6,MS,Mato Grosso do Sul,Centro-Oeste,2022-12-24
2022-12-11,202250,2.0,2,2.0,2,MS,Mato Grosso do Sul,Centro-Oeste,2022-12-17
2022-12-04,202249,4.0,4,4.0,4,MS,Mato Grosso do Sul,Centro-Oeste,2022-12-10
2022-11-27,202248,9.0,9,9.0,9,MS,Mato Grosso do Sul,Centro-Oeste,2022-12-03
2022-11-20,202247,48.0,48,48.0,48,MS,Mato Grosso do Sul,Centro-Oeste,2022-11-26
2022-11-13,202246,99.0,99,99.0,99,MS,Mato Grosso do Sul,Centro-Oeste,2022-11-19
2022-11-06,202245,103.0,103,103.0,103,MS,Mato Grosso do Sul,Centro-Oeste,2022-11-12
2022-10-30,202244,81.0,81,81.0,81,MS,Mato Grosso do Sul,Centro-Oeste,2022-11-05
2022-10-23,202243,144.0,144,144.0,144,MS,Mato Grosso do Sul,Centro-Oeste,2022-10-29
2022-10-16,202242,139.0,139,139.0,139,MS,Mato Grosso do Sul,Centro-Oeste,2022-10-22
2022-10-09,202241,108.0,108,108.0,108,MS,Mato Grosso do Sul,Centro-Oeste,2022-10-15
2022-10-02,202240,109.0,109,109.0,109,MS,Mato Grosso do Sul,Centro-Oeste,2022-10-08
2022-09-25,202239,121.0,121,121.0,121,MS,Mato Grosso do Sul,Centro-Oeste,2022-10-01
2022-09-18,202238,109.0,109,109.0,109,MS,Mato Grosso do Sul,Centro-Oeste,2022-09-24
2022-09-11,202237,108.0,108,108.0,108,MS,Mato Grosso do Sul,Centro-Oeste,2022-09-17
2022-09-04,202236,121.0,121,121.0,121,MS,Mato Grosso do Sul,Centro-Oeste,2022-09-10
2022-08-28,202235,121.0,121,121.0,121,MS,Mato Grosso do Sul,Centro-Oeste,2022-09-03
2022-08-21,202234,136.0,136,136.0,136,MS,Mato Grosso do Sul,Centro-Oeste,2022-08-27
2022-08-14,202233,155.0,155,155.0,155,MS,Mato Grosso do Sul,Centro-Oeste,2022-08-20
2022-08-07,202232,176.0,176,176.0,176,MS,Mato Grosso do Sul,Centro-Oeste,2022-08-13
2022-07-31,202231,252.0,252,252.0,252,MS,Mato Grosso do Sul,Centro-Oeste,2022-08-06
2022-07-24,202230,269.0,269,269.0,269,MS,Mato Grosso do Sul,Centro-Oeste,2022-07-30
2022-07-17,202229,283.0,283,283.0,283,MS,Mato Grosso do Sul,Centro-Oeste,2022-07-23
2022-07-10,202228,314.0,314,314.0,314,MS,Mato Grosso do Sul,Centro-Oeste,2022-07-16
2022-07-03,202227,322.0,322,322.0,322,MS,Mato Grosso do Sul,Centro-Oeste,2022-07-09
2022-06-26,202226,398.0,398,398.0,398,MS,Mato Grosso do Sul,Centro-Oeste,2022-07-02
2022-06-19,202225,438.0,438,438.0,438,MS,Mato Grosso do Sul,Centro-Oeste,2022-06-25
2022-06-12,202224,465.0,465,465.0,465,MS,Mato Grosso do Sul,Centro-Oeste,2022-06-18
2022-06-05,202223,624.0,624,624.0,624,MS,Mato Grosso do Sul,Centro-Oeste,2022-06-11
2022-05-29,202222,716.0,716,716.0,716,MS,Mato Grosso do Sul,Centro-Oeste,2022-06-04
2022-05-22,202221,711.0,711,711.0,711,MS,Mato Grosso do Sul,Centro-Oeste,2022-05-28
2022-05-15,202220,777.0,777,777.0,777,MS,Mato Grosso do Sul,Centro-Oeste,2022-05-21
2022-05-08,202219,1125.0,1125,1125.0,1125,MS,Mato Grosso do Sul,Centro-Oeste,2022-05-14
2022-05-01,202218,1375.0,1375,1375.0,1375,MS,Mato Grosso do Sul,Centro-Oeste,2022-05-07
2022-04-24,202217,1007.0,1007,1007.0,1007,MS,Mato Grosso do Sul,Centro-Oeste,2022-04-30
2022-04-17,202216,912.0,912,912.0,912,MS,Mato Grosso do Sul,Centro-Oeste,2022-04-23
2022-04-10,202215,750.0,750,750.0,750,MS,Mato Grosso do Sul,Centro-Oeste,2022-04-16
2022-04-03,202214,590.0,590,590.0,590,MS,Mato Grosso do Sul,Centro-Oeste,2022-04-09
2022-03-27,202213,555.0,555,555.0,555,MS,Mato Grosso do Sul,Centro-Oeste,2022-04-02
2022-03-20,202212,439.0,439,439.0,439,MS,Mato Grosso do Sul,Centro-Oeste,2022-03-26
2022-03-13,202211,352.0,352,352.0,352,MS,Mato Grosso do Sul,Centro-Oeste,2022-03-19
2022-03-06,202210,262.0,262,262.0,262,MS,Mato Grosso do Sul,Centro-Oeste,2022-03-12
2022-02-27,202209,218.0,218,218.0,218,MS,Mato Grosso do Sul,Centro-Oeste,2022-03-05
2022-02-20,202208,140.0,140,140.0,140,MS,Mato Grosso do Sul,Centro-Oeste,2022-02-26
2022-02-13,202207,128.0,128,128.0,128,MS,Mato Grosso do Sul,Centro-Oeste,2022-02-19
2022-02-06,202206,119.0,119,119.0,119,MS,Mato Grosso do Sul,Centro-Oeste,2022-02-12
2022-01-30,202205,121.0,121,121.0,121,MS,Mato Grosso do Sul,Centro-Oeste,2022-02-05
2022-01-23,202204,125.0,125,125.0,125,MS,Mato Grosso do Sul,Centro-Oeste,2022-01-29
2022-01-16,202203,128.0,128,128.0,128,MS,Mato Grosso do Sul,Centro-Oeste,2022-01-22
2022-01-09,202202,131.0,131,131.0,131,MS,Mato Grosso do Sul,Centro-Oeste,2022-01-15
2022-01-02,202201,162.0,162,162.0,162,MS,Mato Grosso do Sul,Centro-Oeste,2022-01-08
2023-11-05,202345,3608.5,51,,37,MG,Minas Gerais,Sudeste,2023-11-11
2023-10-29,202344,661.0,95,,79,MG,Minas Gerais,Sudeste,2023-11-04
2023-10-22,202343,362.0,219,,202,MG,Minas Gerais,Sudeste,2023-10-28
2023-10-15,202342,366.0,294,,293,MG,Minas Gerais,Sudeste,2023-10-21
2023-10-08,202341,334.0,290,,298,MG,Minas Gerais,Sudeste,2023-10-14
2023-10-01,202340,417.0,384,,377,MG,Minas Gerais,Sudeste,2023-10-07
2023-09-24,202339,382.0,360,,365,MG,Minas Gerais,Sudeste,2023-09-30
2023-09-17,202338,377.0,359,,370,MG,Minas Gerais,Sudeste,2023-09-23
2023-09-10,202337,360.0,347,,346,MG,Minas Gerais,Sudeste,2023-09-16
2023-09-03,202336,247.0,243,,247,MG,Minas Gerais,Sudeste,2023-09-09
2023-08-27,202335,316.0,316,,343,MG,Minas Gerais,Sudeste,2023-09-02
2023-08-20,202334,291.0,291,291.0,291,MG,Minas Gerais,Sudeste,2023-08-26
2023-08-13,202333,299.0,299,299.0,299,MG,Minas Gerais,Sudeste,2023-08-19
2023-08-06,202332,354.0,354,354.0,354,MG,Minas Gerais,Sudeste,2023-08-12
2023-07-30,202331,396.0,396,396.0,396,MG,Minas Gerais,Sudeste,2023-08-05
2023-07-23,202330,381.0,381,381.0,381,MG,Minas Gerais,Sudeste,2023-07-29
2023-07-16,202329,465.0,465,465.0,465,MG,Minas Gerais,Sudeste,2023-07-22
2023-07-09,202328,438.0,438,438.0,438,MG,Minas Gerais,Sudeste,2023-07-15
2023-07-02,202327,353.0,353,353.0,353,MG,Minas Gerais,Sudeste,2023-07-08
2023-06-25,202326,522.0,522,522.0,522,MG,Minas Gerais,Sudeste,2023-07-01
2023-06-18,202325,820.0,820,820.0,820,MG,Minas Gerais,Sudeste,2023-06-24
2023-06-11,202324,1125.0,1125,1125.0,1125,MG,Minas Gerais,Sudeste,2023-06-17
2023-06-04,202323,1226.0,1226,1226.0,1226,MG,Minas Gerais,Sudeste,2023-06-10
2023-05-28,202322,1617.0,1617,1617.0,1617,MG,Minas Gerais,Sudeste,2023-06-03
2023-05-21,202321,1990.0,1990,1990.0,1990,MG,Minas Gerais,Sudeste,2023-05-27
2023-05-14,202320,3033.0,3033,3033.0,3033,MG,Minas Gerais,Sudeste,2023-05-20
2023-05-07,202319,3898.0,3898,3898.0,3898,MG,Minas Gerais,Sudeste,2023-05-13
2023-04-30,202318,3852.0,3852,3852.0,3852,MG,Minas Gerais,Sudeste,2023-05-06
2023-04-23,202317,3767.0,3767,3767.0,3767,MG,Minas Gerais,Sudeste,2023-04-29
2023-04-16,202316,4137.0,4137,4137.0,4137,MG,Minas Gerais,Sudeste,2023-04-22
2023-04-09,202315,4895.0,4895,4895.0,4895,MG,Minas Gerais,Sudeste,2023-04-15
2023-04-02,202314,3625.0,3625,3625.0,3625,MG,Minas Gerais,Sudeste,2023-04-08
2023-03-26,202313,4180.0,4180,4180.0,4180,MG,Minas Gerais,Sudeste,2023-04-01
2023-03-19,202312,3316.0,3316,3316.0,3316,MG,Minas Gerais,Sudeste,2023-03-25
2023-03-12,202311,2655.0,2655,2655.0,2655,MG,Minas Gerais,Sudeste,2023-03-18
2023-03-05,202310,2324.0,2324,2324.0,2324,MG,Minas Gerais,Sudeste,2023-03-11
2023-02-26,202309,2075.0,2075,2075.0,2075,MG,Minas Gerais,Sudeste,2023-03-04
2023-02-19,202308,1382.0,1382,1382.0,1382,MG,Minas Gerais,Sudeste,2023-02-25
2023-02-12,202307,939.0,939,939.0,939,MG,Minas Gerais,Sudeste,2023-02-18
2023-02-05,202306,1013.0,1013,1013.0,1013,MG,Minas Gerais,Sudeste,2023-02-11
2023-01-29,202305,894.0,894,894.0,894,MG,Minas Gerais,Sudeste,2023-02-04
2023-01-22,202304,665.0,665,665.0,665,MG,Minas Gerais,Sudeste,2023-01-28
2023-01-15,202303,636.0,636,636.0,636,MG,Minas Gerais,Sudeste,2023-01-21
2023-01-08,202302,533.0,533,533.0,533,MG,Minas Gerais,Sudeste,2023-01-14
2023-01-01,202301,442.0,442,442.0,442,MG,Minas Gerais,Sudeste,2023-01-07
2022-12-25,202252,296.0,296,296.0,296,MG,Minas Gerais,Sudeste,2022-12-31
2022-12-18,202251,172.0,172,172.0,172,MG,Minas Gerais,Sudeste,2022-12-24
2022-12-11,202250,200.0,200,200.0,200,MG,Minas Gerais,Sudeste,2022-12-17
2022-12-04,202249,200.0,200,200.0,200,MG,Minas Gerais,Sudeste,2022-12-10
2022-11-27,202248,193.0,193,193.0,193,MG,Minas Gerais,Sudeste,2022-12-03
2022-11-20,202247,260.0,260,260.0,260,MG,Minas Gerais,Sudeste,2022-11-26
2022-11-13,202246,271.0,271,271.0,271,MG,Minas Gerais,Sudeste,2022-11-19
2022-11-06,202245,240.0,240,240.0,240,MG,Minas Gerais,Sudeste,2022-11-12
2022-10-30,202244,171.0,171,171.0,171,MG,Minas Gerais,Sudeste,2022-11-05
2022-10-23,202243,208.0,208,208.0,208,MG,Minas Gerais,Sudeste,2022-10-29
2022-10-16,202242,229.0,229,229.0,229,MG,Minas Gerais,Sudeste,2022-10-22
2022-10-09,202241,218.0,218,218.0,218,MG,Minas Gerais,Sudeste,2022-10-15
2022-10-02,202240,216.0,216,216.0,216,MG,Minas Gerais,Sudeste,2022-10-08
2022-09-25,202239,209.0,209,209.0,209,MG,Minas Gerais,Sudeste,2022-10-01
2022-09-18,202238,174.0,174,174.0,174,MG,Minas Gerais,Sudeste,2022-09-24
2022-09-11,202237,143.0,143,143.0,143,MG,Minas Gerais,Sudeste,2022-09-17
2022-09-04,202236,152.0,152,152.0,152,MG,Minas Gerais,Sudeste,2022-09-10
2022-08-28,202235,124.0,124,124.0,124,MG,Minas Gerais,Sudeste,2022-09-03
2022-08-21,202234,122.0,122,122.0,122,MG,Minas Gerais,Sudeste,2022-08-27
2022-08-14,202233,112.0,112,112.0,112,MG,Minas Gerais,Sudeste,2022-08-20
2022-08-07,202232,116.0,116,116.0,116,MG,Minas Gerais,Sudeste,2022-08-13
2022-07-31,202231,180.0,180,180.0,180,MG,Minas Gerais,Sudeste,2022-08-06
2022-07-24,202230,151.0,151,151.0,151,MG,Minas Gerais,Sudeste,2022-07-30
2022-07-17,202229,164.0,164,164.0,164,MG,Minas Gerais,Sudeste,2022-07-23
2022-07-10,202228,177.0,177,177.0,177,MG,Minas Gerais,Sudeste,2022-07-16
2022-07-03,202227,186.0,186,186.0,186,MG,Minas Gerais,Sudeste,2022-07-09
2022-06-26,202226,180.0,180,180.0,180,MG,Minas Gerais,Sudeste,2022-07-02
2022-06-19,202225,238.0,238,238.0,238,MG,Minas Gerais,Sudeste,2022-06-25
2022-06-12,202224,236.0,236,236.0,236,MG,Minas Gerais,Sudeste,2022-06-18
2022-06-05,202223,295.0,295,295.0,295,MG,Minas Gerais,Sudeste,2022-06-11
2022-05-29,202222,342.0,342,342.0,342,MG,Minas Gerais,Sudeste,2022-06-04
2022-05-22,202221,290.0,290,290.0,290,MG,Minas Gerais,Sudeste,2022-05-28
2022-05-15,202220,336.0,336,336.0,336,MG,Minas Gerais,Sudeste,2022-05-21
2022-05-08,202219,479.0,479,479.0,479,MG,Minas Gerais,Sudeste,2022-05-14
2022-05-01,202218,492.0,492,492.0,492,MG,Minas Gerais,Sudeste,2022-05-07
2022-04-24,202217,457.0,457,457.0,457,MG,Minas Gerais,Sudeste,2022-04-30
2022-04-17,202216,438.0,438,438.0,438,MG,Minas Gerais,Sudeste,2022-04-23
2022-04-10,202215,333.0,333,333.0,333,MG,Minas Gerais,Sudeste,2022-04-16
2022-04-03,202214,357.0,357,357.0,357,MG,Minas Gerais,Sudeste,2022-04-09
2022-03-27,202213,332.0,332,332.0,332,MG,Minas Gerais,Sudeste,2022-04-02
2022-03-20,202212,290.0,290,290.0,290,MG,Minas Gerais,Sudeste,2022-03-26
2022-03-13,202211,275.0,275,275.0,275,MG,Minas Gerais,Sudeste,2022-03-19
2022-03-06,202210,290.0,290,290.0,290,MG,Minas Gerais,Sudeste,2022-03-12
2022-02-27,202209,261.0,261,261.0,261,MG,Minas Gerais,Sudeste,2022-03-05
2022-02-20,202208,219.0,219,219.0,219,MG,Minas Gerais,Sudeste,2022-02-26
2022-02-13,202207,195.0,195,195.0,195,MG,Minas Gerais,Sudeste,2022-02-19
2022-02-06,202206,168.0,168,168.0,168,MG,Minas Gerais,Sudeste,2022-02-12
2022-01-30,202205,195.0,195,195.0,195,MG,Minas Gerais,Sudeste,2022-02-05
2022-01-23,202204,184.0,184,184.0,184,MG,Minas Gerais,Sudeste,2022-01-29
2022-01-16,202203,273.0,273,273.0,273,MG,Minas Gerais,Sudeste,2022-01-22
2022-01-09,202202,279.0,279,279.0,279,MG,Minas Gerais,Sudeste,2022-01-15
2022-01-02,202201,256.0,256,256.0,256,MG,Minas Gerais,Sudeste,2022-01-08
2023-11-05,202345,6.0,1,20.0,0,PA,Pará,Norte,2023-11-11
2023-10-29,202344,9.0,4,21.0,4,PA,Pará,Norte,2023-11-04
2023-10-22,202343,9.0,6,19.0,6,PA,Pará,Norte,2023-10-28
2023-10-15,202342,5.0,3,11.0,3,PA,Pará,Norte,2023-10-21
2023-10-08,202341,2.0,1,7.0,1,PA,Pará,Norte,2023-10-14
2023-10-01,202340,8.0,7,10.0,7,PA,Pará,Norte,2023-10-07
2023-09-24,202339,5.0,5,7.0,6,PA,Pará,Norte,2023-09-30
2023-09-17,202338,8.0,8,9.0,8,PA,Pará,Norte,2023-09-23
2023-09-10,202337,13.0,13,14.0,13,PA,Pará,Norte,2023-09-16
2023-09-03,202336,13.0,13,14.0,14,PA,Pará,Norte,2023-09-09
2023-08-27,202335,15.0,15,15.0,15,PA,Pará,Norte,2023-09-02
2023-08-20,202334,16.0,16,16.0,16,PA,Pará,Norte,2023-08-26
2023-08-13,202333,25.0,25,25.0,25,PA,Pará,Norte,2023-08-19
2023-08-06,202332,10.0,10,10.0,10,PA,Pará,Norte,2023-08-12
2023-07-30,202331,25.0,25,25.0,25,PA,Pará,Norte,2023-08-05
2023-07-23,202330,16.0,16,16.0,16,PA,Pará,Norte,2023-07-29
2023-07-16,202329,20.0,20,20.0,20,PA,Pará,Norte,2023-07-22
2023-07-09,202328,10.0,10,10.0,10,PA,Pará,Norte,2023-07-15
2023-07-02,202327,8.0,8,8.0,8,PA,Pará,Norte,2023-07-08
2023-06-25,202326,14.0,14,14.0,14,PA,Pará,Norte,2023-07-01
