data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,state_code,state,region,data_fimSE
2023-07-30,202331,193.0,193,193.0,193,ES,Espírito Santo,Sudeste,2023-08-05
2023-07-23,202330,179.0,179,179.0,179,ES,Espírito Santo,Sudeste,2023-07-29
2023-07-16,202329,186.0,186,186.0,186,ES,Espírito Santo,Sudeste,2023-07-22
2023-07-09,202328,266.0,266,266.0,266,ES,Espírito Santo,Sudeste,2023-07-15
2023-07-02,202327,283.0,283,283.0,283,ES,Espírito Santo,Sudeste,2023-07-08
2023-06-25,202326,363.0,363,363.0,363,ES,Espírito Santo,Sudeste,2023-07-01
2023-06-18,202325,424.0,424,424.0,424,ES,Espírito Santo,Sudeste,2023-06-24
2023-06-11,202324,458.0,458,458.0,458,ES,Espírito Santo,Sudeste,2023-06-17
2023-06-04,202323,473.0,473,473.0,473,ES,Espírito Santo,Sudeste,2023-06-10
2023-05-28,202322,541.0,541,541.0,541,ES,Espírito Santo,Sudeste,2023-06-03
2023-05-21,202321,541.0,541,541.0,541,ES,Espírito Santo,Sudeste,2023-05-27
2023-05-14,202320,681.0,681,681.0,681,ES,Espírito Santo,Sudeste,2023-05-20
2023-05-07,202319,823.0,823,823.0,823,ES,Espírito Santo,Sudeste,2023-05-13
2023-04-30,202318,787.0,787,787.0,787,ES,Espírito Santo,Sudeste,2023-05-06
2023-04-23,202317,779.0,779,779.0,779,ES,Espírito Santo,Sudeste,2023-04-29
2023-04-16,202316,826.0,826,826.0,826,ES,Espírito Santo,Sudeste,2023-04-22
2023-04-09,202315,924.0,924,924.0,924,ES,Espírito Santo,Sudeste,2023-04-15
2023-04-02,202314,936.0,936,936.0,936,ES,Espírito Santo,Sudeste,2023-04-08
2023-03-26,202313,1174.0,1174,1174.0,1174,ES,Espírito Santo,Sudeste,2023-04-01
2023-03-19,202312,1157.0,1157,1157.0,1157,ES,Espírito Santo,Sudeste,2023-03-25
2023-03-12,202311,1069.0,1069,1069.0,1069,ES,Espírito Santo,Sudeste,2023-03-18
2023-03-05,202310,1061.0,1061,1061.0,1061,ES,Espírito Santo,Sudeste,2023-03-11
2023-02-26,202309,1020.0,1020,1020.0,1020,ES,Espírito Santo,Sudeste,2023-03-04
2023-02-19,202308,787.0,787,787.0,787,ES,Espírito Santo,Sudeste,2023-02-25
2023-02-12,202307,819.0,819,819.0,819,ES,Espírito Santo,Sudeste,2023-02-18
2023-02-05,202306,799.0,799,799.0,799,ES,Espírito Santo,Sudeste,2023-02-11
2023-01-29,202305,757.0,757,757.0,757,ES,Espírito Santo,Sudeste,2023-02-04
2023-01-22,202304,540.0,540,540.0,540,ES,Espírito Santo,Sudeste,2023-01-28
2023-01-15,202303,487.0,487,487.0,487,ES,Espírito Santo,Sudeste,2023-01-21
2023-01-08,202302,340.0,340,340.0,340,ES,Espírito Santo,Sudeste,2023-01-14
2023-01-01,202301,296.0,296,296.0,296,ES,Espírito Santo,Sudeste,2023-01-07
2022-12-25,202252,147.0,147,147.0,147,ES,Espírito Santo,Sudeste,2022-12-31
2022-12-18,202251,92.0,92,92.0,92,ES,Espírito Santo,Sudeste,2022-12-24
2022-12-11,202250,82.0,82,82.0,82,ES,Espírito Santo,Sudeste,2022-12-17
2022-12-04,202249,55.0,55,55.0,55,ES,Espírito Santo,Sudeste,2022-12-10
2022-11-27,202248,50.0,50,50.0,50,ES,Espírito Santo,Sudeste,2022-12-03
2022-11-20,202247,40.0,40,40.0,40,ES,Espírito Santo,Sudeste,2022-11-26
2022-11-13,202246,46.0,46,46.0,46,ES,Espírito Santo,Sudeste,2022-11-19
2022-11-06,202245,53.0,53,53.0,53,ES,Espírito Santo,Sudeste,2022-11-12
2022-10-30,202244,50.0,50,50.0,50,ES,Espírito Santo,Sudeste,2022-11-05
2022-10-23,202243,41.0,41,41.0,41,ES,Espírito Santo,Sudeste,2022-10-29
2022-10-16,202242,32.0,32,32.0,32,ES,Espírito Santo,Sudeste,2022-10-22
2022-10-09,202241,23.0,23,23.0,23,ES,Espírito Santo,Sudeste,2022-10-15
2022-10-02,202240,27.0,27,27.0,27,ES,Espírito Santo,Sudeste,2022-10-08
2022-09-25,202239,36.0,36,36.0,36,ES,Espírito Santo,Sudeste,2022-10-01
2022-09-18,202238,27.0,27,27.0,27,ES,Espírito Santo,Sudeste,2022-09-24
2022-09-11,202237,23.0,23,23.0,23,ES,Espírito Santo,Sudeste,2022-09-17
2022-09-04,202236,14.0,14,14.0,14,ES,Espírito Santo,Sudeste,2022-09-10
2022-08-28,202235,23.0,23,23.0,23,ES,Espírito Santo,Sudeste,2022-09-03
2022-08-21,202234,17.0,17,17.0,17,ES,Espírito Santo,Sudeste,2022-08-27
2022-08-14,202233,28.0,28,28.0,28,ES,Espírito Santo,Sudeste,2022-08-20
2022-08-07,202232,37.0,37,37.0,37,ES,Espírito Santo,Sudeste,2022-08-13
2022-07-31,202231,38.0,38,38.0,38,ES,Espírito Santo,Sudeste,2022-08-06
2022-07-24,202230,43.0,43,43.0,43,ES,Espírito Santo,Sudeste,2022-07-30
2022-07-17,202229,43.0,43,43.0,43,ES,Espírito Santo,Sudeste,2022-07-23
2022-07-10,202228,61.0,61,61.0,61,ES,Espírito Santo,Sudeste,2022-07-16
2022-07-03,202227,43.0,43,43.0,43,ES,Espírito Santo,Sudeste,2022-07-09
2022-06-26,202226,50.0,50,50.0,50,ES,Espírito Santo,Sudeste,2022-07-02
2022-06-19,202225,56.0,56,56.0,56,ES,Espírito Santo,Sudeste,2022-06-25
2022-06-12,202224,49.0,49,49.0,49,ES,Espírito Santo,Sudeste,2022-06-18
2022-06-05,202223,76.0,76,76.0,76,ES,Espírito Santo,Sudeste,2022-06-11
2022-05-29,202222,67.0,67,67.0,67,ES,Espírito Santo,Sudeste,2022-06-04
2022-05-22,202221,74.0,74,74.0,74,ES,Espírito Santo,Sudeste,2022-05-28
2022-05-15,202220,60.0,60,60.0,60,ES,Espírito Santo,Sudeste,2022-05-21
2022-05-08,202219,114.0,114,114.0,114,ES,Espírito Santo,Sudeste,2022-05-14
2022-05-01,202218,91.0,91,91.0,91,ES,Espírito Santo,Sudeste,2022-05-07
2022-04-24,202217,89.0,89,89.0,89,ES,Espírito Santo,Sudeste,2022-04-30
2022-04-17,202216,65.0,65,65.0,65,ES,Espírito Santo,Sudeste,2022-04-23
2022-04-10,202215,57.0,57,57.0,57,ES,Espírito Santo,Sudeste,2022-04-16
2022-04-03,202214,58.0,58,58.0,58,ES,Espírito Santo,Sudeste,2022-04-09
2022-03-27,202213,51.0,51,51.0,51,ES,Espírito Santo,Sudeste,2022-04-02
2022-03-20,202212,42.0,42,42.0,42,ES,Espírito Santo,Sudeste,2022-03-26
2022-03-13,202211,61.0,61,61.0,61,ES,Espírito Santo,Sudeste,2022-03-19
2022-03-06,202210,38.0,38,38.0,38,ES,Espírito Santo,Sudeste,2022-03-12
2022-02-27,202209,33.0,33,33.0,33,ES,Espírito Santo,Sudeste,2022-03-05
2022-02-20,202208,27.0,27,27.0,27,ES,Espírito Santo,Sudeste,2022-02-26
2022-02-13,202207,23.0,23,23.0,23,ES,Espírito Santo,Sudeste,2022-02-19
2022-02-06,202206,25.0,25,25.0,25,ES,Espírito Santo,Sudeste,2022-02-12
2022-01-30,202205,20.0,20,20.0,20,ES,Espírito Santo,Sudeste,2022-02-05
2022-01-23,202204,24.0,24,24.0,24,ES,Espírito Santo,Sudeste,2022-01-29
2022-01-16,202203,35.0,35,35.0,35,ES,Espírito Santo,Sudeste,2022-01-22
2022-01-09,202202,48.0,48,48.0,48,ES,Espírito Santo,Sudeste,2022-01-15
2022-01-02,202201,41.0,41,41.0,41,ES,Espírito Santo,Sudeste,2022-01-08
2023-11-05,202345,389.5,146,1129.0,44,GO,Goiás,Centro-Oeste,2023-11-11
2023-10-29,202344,397.0,240,771.0,159,GO,Goiás,Centro-Oeste,2023-11-04
2023-10-22,202343,355.0,247,607.0,185,GO,Goiás,Centro-Oeste,2023-10-28
2023-10-15,202342,355.0,273,536.0,224,GO,Goiás,Centro-Oeste,2023-10-21
2023-10-08,202341,314.5,248,448.0,215,GO,Goiás,Centro-Oeste,2023-10-14
2023-10-01,202340,343.0,290,458.0,269,GO,Goiás,Centro-Oeste,2023-10-07
2023-09-24,202339,305.0,267,390.0,253,GO,Goiás,Centro-Oeste,2023-09-30
2023-09-17,202338,335.0,309,402.0,302,GO,Goiás,Centro-Oeste,2023-09-23
2023-09-10,202337,358.0,342,397.0,344,GO,Goiás,Centro-Oeste,2023-09-16
2023-09-03,202336,283.0,277,309.0,282,GO,Goiás,Centro-Oeste,2023-09-09
2023-08-27,202335,297.0,297,297.0,303,GO,Goiás,Centro-Oeste,2023-09-02
2023-08-20,202334,284.0,284,284.0,284,GO,Goiás,Centro-Oeste,2023-08-26
2023-08-13,202333,271.0,271,271.0,271,GO,Goiás,Centro-Oeste,2023-08-19
2023-08-06,202332,252.0,252,252.0,252,GO,Goiás,Centro-Oeste,2023-08-12
2023-07-30,202331,243.0,243,243.0,243,GO,Goiás,Centro-Oeste,2023-08-05
2023-07-23,202330,212.0,212,212.0,212,GO,Goiás,Centro-Oeste,2023-07-29
2023-07-16,202329,229.0,229,229.0,229,GO,Goiás,Centro-Oeste,2023-07-22
2023-07-09,202328,270.0,270,270.0,270,GO,Goiás,Centro-Oeste,2023-07-15
2023-07-02,202327,242.0,242,242.0,242,GO,Goiás,Centro-Oeste,2023-07-08
2023-06-25,202326,269.0,269,269.0,269,GO,Goiás,Centro-Oeste,2023-07-01
2023-06-18,202325,332.0,332,332.0,332,GO,Goiás,Centro-Oeste,2023-06-24
2023-06-11,202324,392.0,392,392.0,392,GO,Goiás,Centro-Oeste,2023-06-17
2023-06-04,202323,295.0,295,295.0,295,GO,Goiás,Centro-Oeste,2023-06-10
2023-05-28,202322,455.0,455,455.0,455,GO,Goiás,Centro-Oeste,2023-06-03
2023-05-21,202321,531.0,531,531.0,531,GO,Goiás,Centro-Oeste,2023-05-27
2023-05-14,202320,710.0,710,710.0,710,GO,Goiás,Centro-Oeste,2023-05-20
2023-05-07,202319,734.0,734,734.0,734,GO,Goiás,Centro-Oeste,2023-05-13
2023-04-30,202318,778.0,778,778.0,778,GO,Goiás,Centro-Oeste,2023-05-06
2023-04-23,202317,904.0,904,904.0,904,GO,Goiás,Centro-Oeste,2023-04-29
2023-04-16,202316,879.0,879,879.0,879,GO,Goiás,Centro-Oeste,2023-04-22
2023-04-09,202315,960.0,960,960.0,960,GO,Goiás,Centro-Oeste,2023-04-15
2023-04-02,202314,787.0,787,787.0,787,GO,Goiás,Centro-Oeste,2023-04-08
2023-03-26,202313,1153.0,1153,1153.0,1153,GO,Goiás,Centro-Oeste,2023-04-01
2023-03-19,202312,1219.0,1219,1219.0,1219,GO,Goiás,Centro-Oeste,2023-03-25
2023-03-12,202311,1032.0,1032,1032.0,1032,GO,Goiás,Centro-Oeste,2023-03-18
2023-03-05,202310,947.0,947,947.0,947,GO,Goiás,Centro-Oeste,2023-03-11
2023-02-26,202309,840.0,840,840.0,840,GO,Goiás,Centro-Oeste,2023-03-04
2023-02-19,202308,670.0,670,670.0,670,GO,Goiás,Centro-Oeste,2023-02-25
2023-02-12,202307,714.0,714,714.0,714,GO,Goiás,Centro-Oeste,2023-02-18
2023-02-05,202306,746.0,746,746.0,746,GO,Goiás,Centro-Oeste,2023-02-11
2023-01-29,202305,820.0,820,820.0,820,GO,Goiás,Centro-Oeste,2023-02-04
2023-01-22,202304,716.0,716,716.0,716,GO,Goiás,Centro-Oeste,2023-01-28
2023-01-15,202303,740.0,740,740.0,740,GO,Goiás,Centro-Oeste,2023-01-21
2023-01-08,202302,670.0,670,670.0,670,GO,Goiás,Centro-Oeste,2023-01-14
2023-01-01,202301,659.0,659,659.0,659,GO,Goiás,Centro-Oeste,2023-01-07
2022-12-25,202252,369.0,369,369.0,369,GO,Goiás,Centro-Oeste,2022-12-31
2022-12-18,202251,309.0,309,309.0,309,GO,Goiás,Centro-Oeste,2022-12-24
2022-12-11,202250,413.0,413,413.0,413,GO,Goiás,Centro-Oeste,2022-12-17
2022-12-04,202249,445.0,445,445.0,445,GO,Goiás,Centro-Oeste,2022-12-10
2022-11-27,202248,390.0,390,390.0,390,GO,Goiás,Centro-Oeste,2022-12-03
2022-11-20,202247,398.0,398,398.0,398,GO,Goiás,Centro-Oeste,2022-11-26
2022-11-13,202246,465.0,465,465.0,465,GO,Goiás,Centro-Oeste,2022-11-19
2022-11-06,202245,413.0,413,413.0,413,GO,Goiás,Centro-Oeste,2022-11-12
2022-10-30,202244,324.0,324,324.0,324,GO,Goiás,Centro-Oeste,2022-11-05
2022-10-23,202243,281.0,281,281.0,281,GO,Goiás,Centro-Oeste,2022-10-29
2022-10-16,202242,382.0,382,382.0,382,GO,Goiás,Centro-Oeste,2022-10-22
2022-10-09,202241,483.0,483,483.0,483,GO,Goiás,Centro-Oeste,2022-10-15
2022-10-02,202240,426.0,426,426.0,426,GO,Goiás,Centro-Oeste,2022-10-08
2022-09-25,202239,549.0,549,549.0,549,GO,Goiás,Centro-Oeste,2022-10-01
2022-09-18,202238,617.0,617,617.0,617,GO,Goiás,Centro-Oeste,2022-09-24
2022-09-11,202237,483.0,483,483.0,483,GO,Goiás,Centro-Oeste,2022-09-17
2022-09-04,202236,478.0,478,478.0,478,GO,Goiás,Centro-Oeste,2022-09-10
2022-08-28,202235,599.0,599,599.0,599,GO,Goiás,Centro-Oeste,2022-09-03
2022-08-21,202234,605.0,605,605.0,605,GO,Goiás,Centro-Oeste,2022-08-27
2022-08-14,202233,631.0,631,631.0,631,GO,Goiás,Centro-Oeste,2022-08-20
2022-08-07,202232,859.0,859,859.0,859,GO,Goiás,Centro-Oeste,2022-08-13
2022-07-31,202231,882.0,882,882.0,882,GO,Goiás,Centro-Oeste,2022-08-06
2022-07-24,202230,797.0,797,797.0,797,GO,Goiás,Centro-Oeste,2022-07-30
2022-07-17,202229,909.0,909,909.0,909,GO,Goiás,Centro-Oeste,2022-07-23
2022-07-10,202228,746.0,746,746.0,746,GO,Goiás,Centro-Oeste,2022-07-16
2022-07-03,202227,772.0,772,772.0,772,GO,Goiás,Centro-Oeste,2022-07-09
2022-06-26,202226,702.0,702,702.0,702,GO,Goiás,Centro-Oeste,2022-07-02
2022-06-19,202225,846.0,846,846.0,846,GO,Goiás,Centro-Oeste,2022-06-25
2022-06-12,202224,622.0,622,622.0,622,GO,Goiás,Centro-Oeste,2022-06-18
2022-06-05,202223,732.0,732,732.0,732,GO,Goiás,Centro-Oeste,2022-06-11
2022-05-29,202222,895.0,895,895.0,895,GO,Goiás,Centro-Oeste,2022-06-04
2022-05-22,202221,1115.0,1115,1115.0,1115,GO,Goiás,Centro-Oeste,2022-05-28
2022-05-15,202220,1144.0,1144,1144.0,1144,GO,Goiás,Centro-Oeste,2022-05-21
2022-05-08,202219,1960.0,1960,1960.0,1960,GO,Goiás,Centro-Oeste,2022-05-14
2022-05-01,202218,2056.0,2056,2056.0,2056,GO,Goiás,Centro-Oeste,2022-05-07
2022-04-24,202217,2334.0,2334,2334.0,2334,GO,Goiás,Centro-Oeste,2022-04-30
2022-04-17,202216,2334.0,2334,2334.0,2334,GO,Goiás,Centro-Oeste,2022-04-23
2022-04-10,202215,2317.0,2317,2317.0,2317,GO,Goiás,Centro-Oeste,2022-04-16
2022-04-03,202214,2784.0,2784,2784.0,2784,GO,Goiás,Centro-Oeste,2022-04-09
2022-03-27,202213,2809.0,2809,2809.0,2809,GO,Goiás,Centro-Oeste,2022-04-02
2022-03-20,202212,3080.0,3080,3080.0,3080,GO,Goiás,Centro-Oeste,2022-03-26
2022-03-13,202211,2902.0,2902,2902.0,2902,GO,Goiás,Centro-Oeste,2022-03-19
2022-03-06,202210,2835.0,2835,2835.0,2835,GO,Goiás,Centro-Oeste,2022-03-12
2022-02-27,202209,2998.0,2998,2998.0,2998,GO,Goiás,Centro-Oeste,2022-03-05
2022-02-20,202208,2335.0,2335,2335.0,2335,GO,Goiás,Centro-Oeste,2022-02-26
2022-02-13,202207,2658.0,2658,2658.0,2658,GO,Goiás,Centro-Oeste,2022-02-19
2022-02-06,202206,2990.0,2990,2990.0,2990,GO,Goiás,Centro-Oeste,2022-02-12
2022-01-30,202205,2948.0,2948,2948.0,2948,GO,Goiás,Centro-Oeste,2022-02-05
2022-01-23,202204,2595.0,2595,2595.0,2595,GO,Goiás,Centro-Oeste,2022-01-29
2022-01-16,202203,2206.0,2206,2206.0,2206,GO,Goiás,Centro-Oeste,2022-01-22
2022-01-09,202202,1776.0,1776,1776.0,1776,GO,Goiás,Centro-Oeste,2022-01-15
2022-01-02,202201,1667.0,1667,1667.0,1667,GO,Goiás,Centro-Oeste,2022-01-08
2023-11-05,202345,9.0,1,43.0,0,MA,Maranhão,Nordeste,2023-11-11
2023-10-29,202344,7.0,1,26.0,0,MA,Maranhão,Nordeste,2023-11-04
2023-10-22,202343,13.0,9,23.0,9,MA,Maranhão,Nordeste,2023-10-28
2023-10-15,202342,19.0,17,25.0,17,MA,Maranhão,Nordeste,2023-10-21
2023-10-08,202341,18.0,17,22.0,17,MA,Maranhão,Nordeste,2023-10-14
2023-10-01,202340,16.0,16,18.0,16,MA,Maranhão,Nordeste,2023-10-07
2023-09-24,202339,11.0,11,13.0,11,MA,Maranhão,Nordeste,2023-09-30
2023-09-17,202338,22.0,22,23.0,23,MA,Maranhão,Nordeste,2023-09-23
2023-09-10,202337,24.0,24,25.0,24,MA,Maranhão,Nordeste,2023-09-16
2023-09-03,202336,22.0,22,23.0,22,MA,Maranhão,Nordeste,2023-09-09
2023-08-27,202335,28.0,28,28.0,28,MA,Maranhão,Nordeste,2023-09-02
2023-08-20,202334,22.0,22,22.0,22,MA,Maranhão,Nordeste,2023-08-26
2023-08-13,202333,47.0,47,47.0,47,MA,Maranhão,Nordeste,2023-08-19
2023-08-06,202332,30.0,30,30.0,30,MA,Maranhão,Nordeste,2023-08-12
2023-07-30,202331,45.0,45,45.0,45,MA,Maranhão,Nordeste,2023-08-05
2023-07-23,202330,60.0,60,60.0,60,MA,Maranhão,Nordeste,2023-07-29
2023-07-16,202329,55.0,55,55.0,55,MA,Maranhão,Nordeste,2023-07-22
2023-07-09,202328,72.0,72,72.0,72,MA,Maranhão,Nordeste,2023-07-15
2023-07-02,202327,80.0,80,80.0,80,MA,Maranhão,Nordeste,2023-07-08
2023-06-25,202326,83.0,83,83.0,83,MA,Maranhão,Nordeste,2023-07-01
2023-06-18,202325,86.0,86,86.0,86,MA,Maranhão,Nordeste,2023-06-24
2023-06-11,202324,74.0,74,74.0,74,MA,Maranhão,Nordeste,2023-06-17
2023-06-04,202323,65.0,65,65.0,65,MA,Maranhão,Nordeste,2023-06-10
2023-05-28,202322,68.0,68,68.0,68,MA,Maranhão,Nordeste,2023-06-03
2023-05-21,202321,61.0,61,61.0,61,MA,Maranhão,Nordeste,2023-05-27
2023-05-14,202320,72.0,72,72.0,72,MA,Maranhão,Nordeste,2023-05-20
2023-05-07,202319,80.0,80,80.0,80,MA,Maranhão,Nordeste,2023-05-13
2023-04-30,202318,146.0,146,146.0,146,MA,Maranhão,Nordeste,2023-05-06
2023-04-23,202317,98.0,98,98.0,98,MA,Maranhão,Nordeste,2023-04-29
2023-04-16,202316,117.0,117,117.0,117,MA,Maranhão,Nordeste,2023-04-22
2023-04-09,202315,90.0,90,90.0,90,MA,Maranhão,Nordeste,2023-04-15
2023-04-02,202314,78.0,78,78.0,78,MA,Maranhão,Nordeste,2023-04-08
2023-03-26,202313,66.0,66,66.0,66,MA,Maranhão,Nordeste,2023-04-01
2023-03-19,202312,102.0,102,102.0,102,MA,Maranhão,Nordeste,2023-03-25
2023-03-12,202311,143.0,143,143.0,143,MA,Maranhão,Nordeste,2023-03-18
2023-03-05,202310,143.0,143,143.0,143,MA,Maranhão,Nordeste,2023-03-11
2023-02-26,202309,110.0,110,110.0,110,MA,Maranhão,Nordeste,2023-03-04
2023-02-19,202308,84.0,84,84.0,84,MA,Maranhão,Nordeste,2023-02-25
2023-02-12,202307,46.0,46,46.0,46,MA,Maranhão,Nordeste,2023-02-18
2023-02-05,202306,50.0,50,50.0,50,MA,Maranhão,Nordeste,2023-02-11
2023-01-29,202305,40.0,40,40.0,40,MA,Maranhão,Nordeste,2023-02-04
2023-01-22,202304,33.0,33,33.0,33,MA,Maranhão,Nordeste,2023-01-28
2023-01-15,202303,29.0,29,29.0,29,MA,Maranhão,Nordeste,2023-01-21
2023-01-08,202302,28.0,28,28.0,28,MA,Maranhão,Nordeste,2023-01-14
2023-01-01,202301,36.0,36,36.0,36,MA,Maranhão,Nordeste,2023-01-07
2022-12-25,202252,25.0,25,25.0,25,MA,Maranhão,Nordeste,2022-12-31
2022-12-18,202251,17.0,17,17.0,17,MA,Maranhão,Nordeste,2022-12-24
2022-12-11,202250,21.0,21,21.0,21,MA,Maranhão,Nordeste,2022-12-17
2022-12-04,202249,23.0,23,23.0,23,MA,Maranhão,Nordeste,2022-12-10
2022-11-27,202248,22.0,22,22.0,22,MA,Maranhão,Nordeste,2022-12-03
2022-11-20,202247,29.0,29,29.0,29,MA,Maranhão,Nordeste,2022-11-26
2022-11-13,202246,45.0,45,45.0,45,MA,Maranhão,Nordeste,2022-11-19
2022-11-06,202245,53.0,53,53.0,53,MA,Maranhão,Nordeste,2022-11-12
2022-10-30,202244,41.0,41,41.0,41,MA,Maranhão,Nordeste,2022-11-05
2022-10-23,202243,33.0,33,33.0,33,MA,Maranhão,Nordeste,2022-10-29
2022-10-16,202242,69.0,69,69.0,69,MA,Maranhão,Nordeste,2022-10-22
2022-10-09,202241,55.0,55,55.0,55,MA,Maranhão,Nordeste,2022-10-15
2022-10-02,202240,84.0,84,84.0,84,MA,Maranhão,Nordeste,2022-10-08
2022-09-25,202239,55.0,55,55.0,55,MA,Maranhão,Nordeste,2022-10-01
2022-09-18,202238,87.0,87,87.0,87,MA,Maranhão,Nordeste,2022-09-24
2022-09-11,202237,98.0,98,98.0,98,MA,Maranhão,Nordeste,2022-09-17
2022-09-04,202236,96.0,96,96.0,96,MA,Maranhão,Nordeste,2022-09-10
2022-08-28,202235,98.0,98,98.0,98,MA,Maranhão,Nordeste,2022-09-03
2022-08-21,202234,127.0,127,127.0,127,MA,Maranhão,Nordeste,2022-08-27
2022-08-14,202233,149.0,149,149.0,149,MA,Maranhão,Nordeste,2022-08-20
2022-08-07,202232,120.0,120,120.0,120,MA,Maranhão,Nordeste,2022-08-13
2022-07-31,202231,111.0,111,111.0,111,MA,Maranhão,Nordeste,2022-08-06
2022-07-24,202230,116.0,116,116.0,116,MA,Maranhão,Nordeste,2022-07-30
2022-07-17,202229,130.0,130,130.0,130,MA,Maranhão,Nordeste,2022-07-23
2022-07-10,202228,170.0,170,170.0,170,MA,Maranhão,Nordeste,2022-07-16
2022-07-03,202227,165.0,165,165.0,165,MA,Maranhão,Nordeste,2022-07-09
2022-06-26,202226,131.0,131,131.0,131,MA,Maranhão,Nordeste,2022-07-02
2022-06-19,202225,134.0,134,134.0,134,MA,Maranhão,Nordeste,2022-06-25
2022-06-12,202224,132.0,132,132.0,132,MA,Maranhão,Nordeste,2022-06-18
2022-06-05,202223,154.0,154,154.0,154,MA,Maranhão,Nordeste,2022-06-11
2022-05-29,202222,169.0,169,169.0,169,MA,Maranhão,Nordeste,2022-06-04
2022-05-22,202221,157.0,157,157.0,157,MA,Maranhão,Nordeste,2022-05-28
2022-05-15,202220,133.0,133,133.0,133,MA,Maranhão,Nordeste,2022-05-21
2022-05-08,202219,99.0,99,99.0,99,MA,Maranhão,Nordeste,2022-05-14
2022-05-01,202218,92.0,92,92.0,92,MA,Maranhão,Nordeste,2022-05-07
2022-04-24,202217,95.0,95,95.0,95,MA,Maranhão,Nordeste,2022-04-30
2022-04-17,202216,69.0,69,69.0,69,MA,Maranhão,Nordeste,2022-04-23
2022-04-10,202215,39.0,39,39.0,39,MA,Maranhão,Nordeste,2022-04-16
2022-04-03,202214,53.0,53,53.0,53,MA,Maranhão,Nordeste,2022-04-09
2022-03-27,202213,54.0,54,54.0,54,MA,Maranhão,Nordeste,2022-04-02
2022-03-20,202212,28.0,28,28.0,28,MA,Maranhão,Nordeste,2022-03-26
2022-03-13,202211,32.0,32,32.0,32,MA,Maranhão,Nordeste,2022-03-19
2022-03-06,202210,25.0,25,25.0,25,MA,Maranhão,Nordeste,2022-03-12
2022-02-27,202209,21.0,21,21.0,21,MA,Maranhão,Nordeste,2022-03-05
2022-02-20,202208,26.0,26,26.0,26,MA,Maranhão,Nordeste,2022-02-26
2022-02-13,202207,20.0,20,20.0,20,MA,Maranhão,Nordeste,2022-02-19
2022-02-06,202206,14.0,14,14.0,14,MA,Maranhão,Nordeste,2022-02-12
2022-01-30,202205,7.0,7,7.0,7,MA,Maranhão,Nordeste,2022-02-05
2022-01-23,202204,7.0,7,7.0,7,MA,Maranhão,Nordeste,2022-01-29
2022-01-16,202203,6.0,6,6.0,6,MA,Maranhão,Nordeste,2022-01-22
2022-01-09,202202,1.0,1,1.0,1,MA,Maranhão,Nordeste,2022-01-15
2022-01-02,202201,9.0,9,9.0,9,MA,Maranhão,Nordeste,2022-01-08
2023-11-05,202345,0.0,0,0.0,0,MT,Mato Grosso,Centro-Oeste,2023-11-11
2023-10-29,202344,1.0,1,1.0,1,MT,Mato Grosso,Centro-Oeste,2023-11-04
2023-10-22,202343,0.0,0,0.0,0,MT,Mato Grosso,Centro-Oeste,2023-10-28
2023-10-15,202342,0.0,0,0.0,0,MT,Mato Grosso,Centro-Oeste,2023-10-21
2023-10-08,202341,2.0,2,2.0,2,MT,Mato Grosso,Centro-Oeste,2023-10-14
2023-10-01,202340,6.0,6,6.0,6,MT,Mato Grosso,Centro-Oeste,2023-10-07
2023-09-24,202339,7.0,7,7.0,7,MT,Mato Grosso,Centro-Oeste,2023-09-30
2023-09-17,202338,7.0,7,7.0,7,MT,Mato Grosso,Centro-Oeste,2023-09-23
2023-09-10,202337,8.0,8,8.0,8,MT,Mato Grosso,Centro-Oeste,2023-09-16
2023-09-03,202336,10.0,10,10.0,10,MT,Mato Grosso,Centro-Oeste,2023-09-09
2023-08-27,202335,5.0,5,5.0,5,MT,Mato Grosso,Centro-Oeste,2023-09-02
2023-08-20,202334,12.0,12,12.0,12,MT,Mato Grosso,Centro-Oeste,2023-08-26
2023-08-13,202333,15.0,15,15.0,15,MT,Mato Grosso,Centro-Oeste,2023-08-19
2023-08-06,202332,8.0,8,8.0,8,MT,Mato Grosso,Centro-Oeste,2023-08-12
2023-07-30,202331,8.0,8,8.0,8,MT,Mato Grosso,Centro-Oeste,2023-08-05
2023-07-23,202330,14.0,14,14.0,14,MT,Mato Grosso,Centro-Oeste,2023-07-29
2023-07-16,202329,14.0,14,14.0,14,MT,Mato Grosso,Centro-Oeste,2023-07-22
2023-07-09,202328,20.0,20,20.0,20,MT,Mato Grosso,Centro-Oeste,2023-07-15
2023-07-02,202327,23.0,23,23.0,23,MT,Mato Grosso,Centro-Oeste,2023-07-08
2023-06-25,202326,17.0,17,17.0,17,MT,Mato Grosso,Centro-Oeste,2023-07-01
2023-06-18,202325,34.0,34,34.0,34,MT,Mato Grosso,Centro-Oeste,2023-06-24
2023-06-11,202324,23.0,23,23.0,23,MT,Mato Grosso,Centro-Oeste,2023-06-17
2023-06-04,202323,29.0,29,29.0,29,MT,Mato Grosso,Centro-Oeste,2023-06-10
2023-05-28,202322,22.0,22,22.0,22,MT,Mato Grosso,Centro-Oeste,2023-06-03
2023-05-21,202321,43.0,43,43.0,43,MT,Mato Grosso,Centro-Oeste,2023-05-27
2023-05-14,202320,81.0,81,81.0,81,MT,Mato Grosso,Centro-Oeste,2023-05-20
