CD_MUN,SIGLA_UF,NM_MUN,NM_MUN_NORM,lat,long
2603009,PE,Cabrobó,CABROBO,-8.386470358907346,-39.32942804536211
2603108,PE,Cachoeirinha,CACHOEIRINHA,-8.484928149536366,-36.29094469750845
2603207,PE,Caetés,CAETES,-8.803950780392851,-36.65918714160619
2603306,PE,Calçado,CALCADO,-8.750575293786063,-36.321753954223844
2603405,PE,Calumbi,CALUMBI,-8.0039158553596,-38.07868286973047
2603454,PE,Camaragibe,CAMARAGIBE,-7.9867755217085605,-34.99581177808373
2603504,PE,Camocim de São Félix,CAMOCIM DE SAO FELIX,-8.34999800120491,-35.772065865877536
2603603,PE,Camutanga,CAMUTANGA,-7.43391106173669,-35.29918671756342
2603702,PE,Canhotinho,CANHOTINHO,-8.89322585478186,-36.176904137884925
2603801,PE,Capoeiras,CAPOEIRAS,-8.686659075577507,-36.59917160231768
2603900,PE,Carnaíba,CARNAIBA,-7.796230227352321,-37.72716027864601
2603926,PE,Carnaubeira da Penha,CARNAUBEIRA DA PENHA,-8.409193736289723,-38.72153189667873
2604007,PE,Carpina,CARPINA,-7.819468556117516,-35.30591607403036
2604106,PE,Caruaru,CARUARU,-8.180522959922238,-36.016634840104246
2604155,PE,Casinhas,CASINHAS,-7.756380605815804,-35.72138272074855
2604205,PE,Catende,CATENDE,-8.675535251462563,-35.73093627833577
2604304,PE,Cedro,CEDRO,-7.743823254562917,-39.203737983693365
2604403,PE,Chã de Alegria,CHA DE ALEGRIA,-7.999399764393124,-35.22220664522955
2604502,PE,Chã Grande,CHA GRANDE,-8.229565294338279,-35.47399612899669
2604601,PE,Condado,CONDADO,-7.596312953705797,-35.09867744221483
2604700,PE,Correntes,CORRENTES,-9.114711894811144,-36.338679259297514
2604809,PE,Cortês,CORTES,-8.433059490519904,-35.53011965867693
2604908,PE,Cumaru,CUMARU,-8.039952669972278,-35.72077207808034
2605004,PE,Cupira,CUPIRA,-8.583010169567084,-35.93137602064919
2605103,PE,Custódia,CUSTODIA,-8.173842179879738,-37.681554560315355
2605152,PE,Dormentes,DORMENTES,-8.496155343615142,-40.62007262897394
2605202,PE,Escada,ESCADA,-8.369739785909902,-35.26457176398592
2605301,PE,Exu,EXU,-7.516023000053353,-39.748231862443255
2605400,PE,Feira Nova,FEIRA NOVA,-7.952893393452635,-35.38324071567357
2605459,PE,Fernando de Noronha,FERNANDO DE NORONHA,-3.8543351388834557,-32.42409009704822
2605509,PE,Ferreiros,FERREIROS,-7.478456677397446,-35.24458837481382
2605608,PE,Flores,FLORES,-7.939923175779557,-37.894764090057095
2605707,PE,Floresta,FLORESTA,-8.566892830149582,-38.31084430878224
2605806,PE,Frei Miguelinho,FREI MIGUELINHO,-7.935086561329168,-35.88499624744244
2605905,PE,Gameleira,GAMELEIRA,-8.61247271008118,-35.39308466734527
2606002,PE,Garanhuns,GARANHUNS,-8.929088284628023,-36.50113558049257
2606101,PE,Glória do Goitá,GLORIA DO GOITA,-8.012684819131993,-35.338237455361586
2606200,PE,Goiana,GOIANA,-7.59687576539248,-34.94249516076409
2606309,PE,Granito,GRANITO,-7.78846361688103,-39.69433750491804
2606408,PE,Gravatá,GRAVATA,-8.199401598573575,-35.56361797649291
2606507,PE,Iati,IATI,-9.143470859198107,-36.90105653112425
2606606,PE,Ibimirim,IBIMIRIM,-8.58586970187295,-37.61065455829875
2606705,PE,Ibirajuba,IBIRAJUBA,-8.613398171450418,-36.20142020977672
2606804,PE,Igarassu,IGARASSU,-7.81750964606075,-34.96032020242705
2606903,PE,Iguaracy,IGUARACY,-7.845560777317941,-37.40313709601242
2607000,PE,Inajá,INAJA,-8.805512824512792,-37.83743035761778
2607109,PE,Ingazeira,INGAZEIRA,-7.7138868592192695,-37.416136521674744
2607208,PE,Ipojuca,IPOJUCA,-8.437176274271527,-35.08892931116564
2607307,PE,Ipubi,IPUBI,-7.497860269788513,-40.21739762463949
2607406,PE,Itacuruba,ITACURUBA,-8.749276948713385,-38.72856271834214
2607505,PE,Itaíba,ITAIBA,-8.984327687567008,-37.295818592113356
2607604,PE,Ilha de Itamaracá,ILHA DE ITAMARACA,-7.759545470826247,-34.854412092571636
2607653,PE,Itambé,ITAMBE,-7.449903329388187,-35.13426654055
2607703,PE,Itapetim,ITAPETIM,-7.398693500651708,-37.143052267938835
2607752,PE,Itapissuma,ITAPISSUMA,-7.745149803286439,-34.90679814864058
2607802,PE,Itaquitinga,ITAQUITINGA,-7.686384286938314,-35.032561483014234
2607901,PE,Jaboatão dos Guararapes,JABOATAO DOS GUARARAPES,-8.152158991182898,-35.003349881825734
2607950,PE,Jaqueira,JAQUEIRA,-8.74331025357171,-35.80782902901392
2608008,PE,Jataúba,JATAUBA,-8.05520910524409,-36.53386304323383
2608057,PE,Jatobá,JATOBA,-9.20775488074206,-38.21378817995203
2608107,PE,João Alfredo,JOAO ALFREDO,-7.86098648674127,-35.592385214928946
2608206,PE,Joaquim Nabuco,JOAQUIM NABUCO,-8.56243642641387,-35.54504979461442
2608255,PE,Jucati,JUCATI,-8.744044597275627,-36.45959199439965
2608305,PE,Jupi,JUPI,-8.715359494763737,-36.39401917864707
2608404,PE,Jurema,JUREMA,-8.75542868607915,-36.1427466761888
2608453,PE,Lagoa do Carro,LAGOA DO CARRO,-7.852588449605914,-35.33672416003589
2608503,PE,Lagoa de Itaenga,LAGOA DE ITAENGA,-7.90924093629305,-35.29484427505994
2608602,PE,Lagoa do Ouro,LAGOA DO OURO,-9.162191790597184,-36.46516169157218
2608701,PE,Lagoa dos Gatos,LAGOA DOS GATOS,-8.68236572682014,-35.89558359399008
2608750,PE,Lagoa Grande,LAGOA GRANDE,-8.777204707108496,-40.22303087302598
2608800,PE,Lajedo,LAJEDO,-8.677954099100452,-36.286293936499405
2608909,PE,Limoeiro,LIMOEIRO,-7.8477403580945175,-35.44786991166525
2609006,PE,Macaparana,MACAPARANA,-7.52766545849298,-35.45021054565733
2609105,PE,Machados,MACHADOS,-7.703376950353477,-35.50028789738306
2609154,PE,Manari,MANARI,-8.892936676361474,-37.55423088431145
2609204,PE,Maraial,MARAIAL,-8.834209064716763,-35.761710555706166
2609303,PE,Mirandiba,MIRANDIBA,-8.157508352928222,-38.73606325000794
2609402,PE,Moreno,MORENO,-8.14404152515087,-35.14629532737967
2609501,PE,Nazaré da Mata,NAZARE DA MATA,-7.737195643275303,-35.233168599465316
2609600,PE,Olinda,OLINDA,-7.9931004410400925,-34.866365182920134
2609709,PE,Orobó,OROBO,-7.705931604104489,-35.59868783540909
2609808,PE,Orocó,OROCO,-8.472115125603132,-39.59107317797308
2609907,PE,Ouricuri,OURICURI,-7.965979232583071,-40.16447098271135
2610004,PE,Palmares,PALMARES,-8.656488461820466,-35.630434140022665
2610103,PE,Palmeirina,PALMEIRINA,-9.01141337028723,-36.27785214797783
2610202,PE,Panelas,PANELAS,-8.665102276029021,-36.049141159254
2610301,PE,Paranatama,PARANATAMA,-8.893941481341892,-36.707112065773366
2610400,PE,Parnamirim,PARNAMIRIM,-8.160028906789735,-39.77002630187423
2610509,PE,Passira,PASSIRA,-8.012462648678206,-35.546302048453825
2610608,PE,Paudalho,PAUDALHO,-7.905582823260062,-35.155072406494575
2610707,PE,Paulista,PAULISTA,-7.9281551261712275,-34.883410200317655
2610806,PE,Pedra,PEDRA,-8.697077348745426,-36.899896005967435
2610905,PE,Pesqueira,PESQUEIRA,-8.391893680327907,-36.735292392705695
2611002,PE,Petrolândia,PETROLANDIA,-8.899330210853872,-38.30789389574296
2611101,PE,Petrolina,PETROLINA,-9.01979446863865,-40.572359064496645
2611200,PE,Poção,POCAO,-8.224733921759851,-36.71130188782692
2611309,PE,Pombos,POMBOS,-8.181695153452667,-35.387278042718584
2611408,PE,Primavera,PRIMAVERA,-8.326938996143289,-35.390928651371446
2611507,PE,Quipapá,QUIPAPA,-8.836064519454103,-36.02867955910541
2611533,PE,Quixaba,QUIXABA,-7.71760989635462,-37.84907387897207
2611606,PE,Recife,RECIFE,-8.039344937294405,-34.93308626898766
2611705,PE,Riacho das Almas,RIACHO DAS ALMAS,-8.081950814635098,-35.882899620149004
2611804,PE,Ribeirão,RIBEIRAO,-8.504556722027116,-35.36646026274067
2611903,PE,Rio Formoso,RIO FORMOSO,-8.675068960004872,-35.21815016976165
2612000,PE,Sairé,SAIRE,-8.302739442759934,-35.68447446185668
2612109,PE,Salgadinho,SALGADINHO,-7.9161449464336595,-35.593818440758355
2612208,PE,Salgueiro,SALGUEIRO,-8.129180804564882,-39.089814928599296
2612307,PE,Saloá,SALOA,-8.991600000651262,-36.7389457437544
2612406,PE,Sanharó,SANHARO,-8.364786503328972,-36.54948257971241
2612455,PE,Santa Cruz,SANTA CRUZ,-8.291218561475814,-40.302303522671515
2612471,PE,Santa Cruz da Baixa Verde,SANTA CRUZ DA BAIXA VERDE,-7.849491554129547,-38.17571193402619
2612505,PE,Santa Cruz do Capibaribe,SANTA CRUZ DO CAPIBARIBE,-7.889567564809837,-36.32529470078833
2612554,PE,Santa Filomena,SANTA FILOMENA,-8.223650606650219,-40.5714776750107
2612604,PE,Santa Maria da Boa Vista,SANTA MARIA DA BOA VISTA,-8.629740254263844,-39.91431784556195
2612703,PE,Santa Maria do Cambucá,SANTA MARIA DO CAMBUCA,-7.824747913676803,-35.882896953927805
2612802,PE,Santa Terezinha,SANTA TEREZINHA,-7.430442167340974,-37.436516703434044
2612901,PE,São Benedito do Sul,SAO BENEDITO DO SUL,-8.809267052999031,-35.90670754047151
2613008,PE,São Bento do Una,SAO BENTO DO UNA,-8.53592002472639,-36.45063797247519
2613107,PE,São Caitano,SAO CAITANO,-8.328833698603987,-36.148003705732975
2613206,PE,São João,SAO JOAO,-8.879888484775785,-36.37758936765527
2613305,PE,São Joaquim do Monte,SAO JOAQUIM DO MONTE,-8.455023762904917,-35.843949457139495
2613404,PE,São José da Coroa Grande,SAO JOSE DA COROA GRANDE,-8.86549853448768,-35.18518921227387
2613503,PE,São José do Belmonte,SAO JOSE DO BELMONTE,-7.865761522286036,-38.7456670156678
2613602,PE,São José do Egito,SAO JOSE DO EGITO,-7.526504580076616,-37.274168985539184
2613701,PE,São Lourenço da Mata,SAO LOURENCO DA MATA,-8.023095646043084,-35.103874012281686
2613800,PE,São Vicente Férrer,SAO VICENTE FERRER,-7.605439253621046,-35.48983011209899
2613909,PE,Serra Talhada,SERRA TALHADA,-8.036099954804273,-38.369728098920845
2614006,PE,Serrita,SERRITA,-7.850019545503118,-39.38156934347284
2614105,PE,Sertânia,SERTANIA,-8.210559735673758,-37.33708243620258
2614204,PE,Sirinhaém,SIRINHAEM,-8.571893575973407,-35.172082974718805
2614303,PE,Moreilândia,MOREILANDIA,-7.618140826294053,-39.52255094241917
2614402,PE,Solidão,SOLIDAO,-7.584851002286741,-37.651329108967495
2614501,PE,Surubim,SURUBIM,-7.891853867794054,-35.754514814407706
2614600,PE,Tabira,TABIRA,-7.577637435410369,-37.513160206012834
2614709,PE,Tacaimbó,TACAIMBO,-8.347996112340173,-36.27015716166703
2614808,PE,Tacaratu,TACARATU,-8.956799059056362,-38.076491495136885
2614857,PE,Tamandaré,TAMANDARE,-8.745744511288601,-35.23002845846934
2615003,PE,Taquaritinga do Norte,TAQUARITINGA DO NORTE,-7.869437855637777,-36.13045511356739
2615102,PE,Terezinha,TEREZINHA,-9.07755561849242,-36.63084086886792
2615201,PE,Terra Nova,TERRA NOVA,-8.157690423010296,-39.39746217828531
2615300,PE,Timbaúba,TIMBAUBA,-7.534549842711365,-35.341539334510315
2615409,PE,Toritama,TORITAMA,-7.999021594344428,-36.055725391064605
2615508,PE,Tracunhaém,TRACUNHAEM,-7.759842206019159,-35.161112097730616
2615607,PE,Trindade,TRINDADE,-7.72779917395403,-40.29500468836443
2615706,PE,Triunfo,TRIUNFO,-7.8498537017558245,-38.06662862812799
2615805,PE,Tupanatinga,TUPANATINGA,-8.683093649482442,-37.28037973881496
2615904,PE,Tuparetama,TUPARETAMA,-7.686344148694407,-37.26339096182725
2616001,PE,Venturosa,VENTUROSA,-8.614844147172642,-36.80520594215971
2616100,PE,Verdejante,VERDEJANTE,-7.975860461637696,-38.98908590241574
2616183,PE,Vertente do Lério,VERTENTE DO LERIO,-7.77764909749361,-35.81546826235355
2616209,PE,Vertentes,VERTENTES,-7.890059280592335,-35.98229928369845
2616308,PE,Vicência,VICENCIA,-7.659525991995754,-35.35722375285609
2616407,PE,Vitória de Santo Antão,VITORIA DE SANTO ANTAO,-8.149781091701566,-35.28694875680533
2616506,PE,Xexéu,XEXEU,-8.836205673654002,-35.65330536280627
2700102,AL,Água Branca,AGUA BRANCA,-9.26655087711021,-37.89857807314585
2700201,AL,Anadia,ANADIA,-9.66296830978419,-36.31351625150452
2700300,AL,Arapiraca,ARAPIRACA,-9.74928910338858,-36.641007141666854
2700409,AL,Atalaia,ATALAIA,-9.50474482669446,-36.0724876282113
2700508,AL,Barra de Santo Antônio,BARRA DE SANTO ANTONIO,-9.381973754930373,-35.5646427979799
2700607,AL,Barra de São Miguel,BARRA DE SAO MIGUEL,-9.812369748379641,-35.946778710438224
2700706,AL,Batalha,BATALHA,-9.706704000872834,-37.100898706312414
2700805,AL,Belém,BELEM,-9.557429322273016,-36.491775569533544
2700904,AL,Belo Monte,BELO MONTE,-9.817205114210564,-37.18889043199874
2701001,AL,Boca da Mata,BOCA DA MATA,-9.6689079267744,-36.178232385204645
2701100,AL,Branquinha,BRANQUINHA,-9.223020737713407,-36.041938059485666
2701209,AL,Cacimbinhas,CACIMBINHAS,-9.446871282720133,-36.92181270120692
2701308,AL,Cajueiro,CAJUEIRO,-9.3933046734209,-36.160216281554206
2701357,AL,Campestre,CAMPESTRE,-8.893551980684231,-35.540489270266264
2701407,AL,Campo Alegre,CAMPO ALEGRE,-9.814854049232974,-36.28292734610173
2701506,AL,Campo Grande,CAMPO GRANDE,-9.967200021756137,-36.74632621718554
2701605,AL,Canapi,CANAPI,-9.12540639881891,-37.52845250156557
2701704,AL,Capela,CAPELA,-9.345912135993531,-36.093277812475165
2701803,AL,Carneiros,CARNEIROS,-9.461961141902682,-37.365772527557354
2701902,AL,Chã Preta,CHA PRETA,-9.24240344592719,-36.281784755179544
2702009,AL,Coité do Nóia,COITE DO NOIA,-9.629878622843112,-36.582238853730246
2702108,AL,Colônia Leopoldina,COLONIA LEOPOLDINA,-8.941846704682533,-35.760035105883254
2702207,AL,Coqueiro Seco,COQUEIRO SECO,-9.642261802211394,-35.80873986528167
2702306,AL,Coruripe,CORURIPE,-10.082430345631854,-36.23060933379365
2702355,AL,Craíbas,CRAIBAS,-9.62952999396904,-36.788114026703454
2702405,AL,Delmiro Gouveia,DELMIRO GOUVEIA,-9.397584492414426,-38.04712397547789
2702504,AL,Dois Riachos,DOIS RIACHOS,-9.383661687386141,-37.07019280827375
2702553,AL,Estrela de Alagoas,ESTRELA DE ALAGOAS,-9.393441655167832,-36.77027272825905
2702603,AL,Feira Grande,FEIRA GRANDE,-9.889320971451586,-36.662888587001575
2702702,AL,Feliz Deserto,FELIZ DESERTO,-10.283331810363684,-36.335913936277045
2702801,AL,Flexeiras,FLEXEIRAS,-9.245142388840254,-35.763887233632474
2702900,AL,Girau do Ponciano,GIRAU DO PONCIANO,-9.793317402359893,-36.85010434549604
2703007,AL,Ibateguara,IBATEGUARA,-8.95420634819727,-35.89616567473132
2703106,AL,Igaci,IGACI,-9.543371766118426,-36.68197892485658
2703205,AL,Igreja Nova,IGREJA NOVA,-10.139705305300982,-36.62003825962422
2703304,AL,Inhapi,INHAPI,-9.271784814941919,-37.69219493548818
2703403,AL,Jacaré dos Homens,JACARE DOS HOMENS,-9.652151386041389,-37.22799882776905
2703502,AL,Jacuípe,JACUIPE,-8.883654246844909,-35.44713464783508
2703601,AL,Japaratinga,JAPARATINGA,-9.083372038241777,-35.29816847610548
2703700,AL,Jaramataia,JARAMATAIA,-9.657897185428988,-36.99376071826263
2703759,AL,Jequiá da Praia,JEQUIA DA PRAIA,-9.921480730197617,-36.09725484313854
2703809,AL,Joaquim Gomes,JOAQUIM GOMES,-9.079378142742314,-35.77844390462557
2703908,AL,Jundiá,JUNDIA,-8.9623392640437,-35.536696047750695
2704005,AL,Junqueiro,JUNQUEIRO,-9.856499687894518,-36.44071687478113
2704104,AL,Lagoa da Canoa,LAGOA DA CANOA,-9.799927721838275,-36.73597351047216
2704203,AL,Limoeiro de Anadia,LIMOEIRO DE ANADIA,-9.732386381175106,-36.46773135891966
2704302,AL,Maceió,MACEIO,-9.522394447084125,-35.71139050025418
2704401,AL,Major Isidoro,MAJOR ISIDORO,-9.54269788025749,-37.010630938920634
2704500,AL,Maragogi,MARAGOGI,-8.951747097556142,-35.26922202700998
2704609,AL,Maravilha,MARAVILHA,-9.244010241681949,-37.3990234859654
2704708,AL,Marechal Deodoro,MARECHAL DEODORO,-9.715297638469362,-35.90962404381168
2704807,AL,Maribondo,MARIBONDO,-9.559322911641743,-36.29558546825611
2704906,AL,Mar Vermelho,MAR VERMELHO,-9.472869318746493,-36.40314705160078
2705002,AL,Mata Grande,MATA GRANDE,-9.052114653047157,-37.75662226404049
2705101,AL,Matriz de Camaragibe,MATRIZ DE CAMARAGIBE,-9.104497982522913,-35.581598765591615
2705200,AL,Messias,MESSIAS,-9.343608003596584,-35.812351096403596
2705309,AL,Minador do Negrão,MINADOR DO NEGRAO,-9.336913153015166,-36.86353784835537
2705408,AL,Monteirópolis,MONTEIROPOLIS,-9.600611730694466,-37.29612664968283
2705507,AL,Murici,MURICI,-9.290862777744266,-35.92395872498806
2705606,AL,Novo Lino,NOVO LINO,-8.963029229039307,-35.62905538337983
2705705,AL,Olho d'Água das Flores,OLHO DAGUA DAS FLORES,-9.533028353175936,-37.25747562759022
2705804,AL,Olho d'Água do Casado,OLHO DAGUA DO CASADO,-9.435794210095107,-37.81309279110225
2705903,AL,Olho d'Água Grande,OLHO DAGUA GRANDE,-10.056185037601272,-36.79343530771089
2706000,AL,Olivença,OLIVENCA,-9.489277264054515,-37.177567510580865
2706109,AL,Ouro Branco,OURO BRANCO,-9.127797649049471,-37.36376440269639
2706208,AL,Palestina,PALESTINA,-9.689340528211966,-37.30250829285758
2706307,AL,Palmeira dos Índios,PALMEIRA DOS INDIOS,-9.418242935410783,-36.605709163916295
2706406,AL,Pão de Açúcar,PAO DE ACUCAR,-9.670581973668964,-37.48552540252361
2706422,AL,Pariconha,PARICONHA,-9.240505310463417,-38.047520380893374
2706448,AL,Paripueira,PARIPUEIRA,-9.43554120700562,-35.593681177052176
2706505,AL,Passo de Camaragibe,PASSO DE CAMARAGIBE,-9.256026267839756,-35.49993499818672
2706604,AL,Paulo Jacinto,PAULO JACINTO,-9.377625797112424,-36.4094142148501
2706703,AL,Penedo,PENEDO,-10.231329161156768,-36.482312188125114
2706802,AL,Piaçabuçu,PIACABUCU,-10.386937568137492,-36.40173345785156
2706901,AL,Pilar,PILAR,-9.615316655521447,-36.00463458748293
2707008,AL,Pindoba,PINDOBA,-9.475982551080062,-36.28564443146856
2707107,AL,Piranhas,PIRANHAS,-9.526104720075077,-37.7250621540857
2707206,AL,Poço das Trincheiras,POCO DAS TRINCHEIRAS,-9.298757385695838,-37.32029471813806
2707305,AL,Porto Calvo,PORTO CALVO,-9.025992862856278,-35.42683899327138
2707404,AL,Porto de Pedras,PORTO DE PEDRAS,-9.143596590131022,-35.40676450953448
2707503,AL,Porto Real do Colégio,PORTO REAL DO COLEGIO,-10.119959001920103,-36.73625677290749
2707602,AL,Quebrangulo,QUEBRANGULO,-9.303267906295408,-36.461229370342814
2707701,AL,Rio Largo,RIO LARGO,-9.4800410320973,-35.86443876295462
2707800,AL,Roteiro,ROTEIRO,-9.868715084626771,-35.98044552550061
2707909,AL,Santa Luzia do Norte,SANTA LUZIA DO NORTE,-9.61207363220523,-35.82989927015346
2708006,AL,Santana do Ipanema,SANTANA DO IPANEMA,-9.35806979076912,-37.21051967563981
2708105,AL,Santana do Mundaú,SANTANA DO MUNDAU,-9.13097506673157,-36.19133614258399
2708204,AL,São Brás,SAO BRAS,-10.108605133462056,-36.86185621691153
2708303,AL,São José da Laje,SAO JOSE DA LAJE,-8.987487376877594,-36.03999999233131
2708402,AL,São José da Tapera,SAO JOSE DA TAPERA,-9.533099956626167,-37.48985525304809
2708501,AL,São Luís do Quitunde,SAO LUIS DO QUITUNDE,-9.249743491665765,-35.63418363271139
2708600,AL,São Miguel dos Campos,SAO MIGUEL DOS CAMPOS,-9.772806762594456,-36.10078157024489
2708709,AL,São Miguel dos Milagres,SAO MIGUEL DOS MILAGRES,-9.230756555880035,-35.406871027934486
2708808,AL,São Sebastião,SAO SEBASTIAO,-9.963364852876802,-36.55034963476728
2708907,AL,Satuba,SATUBA,-9.578140200566787,-35.845472450082774
2708956,AL,Senador Rui Palmeira,SENADOR RUI PALMEIRA,-9.39074921608068,-37.51289976202649
2709004,AL,Tanque d'Arca,TANQUE DARCA,-9.557709428094613,-36.4228966782307
2709103,AL,Taquarana,TAQUARANA,-9.624658117786552,-36.49530761085759
2709152,AL,Teotônio Vilela,TEOTONIO VILELA,-9.964701574055514,-36.371502162355746
2709202,AL,Traipu,TRAIPU,-9.89657725448526,-36.96924013018045
2709301,AL,União dos Palmares,UNIAO DOS PALMARES,-9.12041150799329,-36.01443911596683
2709400,AL,Viçosa,VICOSA,-9.359239645502013,-36.265101794718646
2800100,SE,Amparo do São Francisco,AMPARO DO SAO FRANCISCO,-10.165639246010064,-36.92146864510089
2800209,SE,Aquidabã,AQUIDABA,-10.260812290875169,-37.06414548550479
2800308,SE,Aracaju,ARACAJU,-10.994202271261502,-37.09491351952143
2800407,SE,Arauá,ARAUA,-11.262398430033885,-37.592046908843436
2800506,SE,Areia Branca,AREIA BRANCA,-10.787200208374568,-37.33145683991639
2800605,SE,Barra dos Coqueiros,BARRA DOS COQUEIROS,-10.851117642047516,-36.9694061497716
2800670,SE,Boquim,BOQUIM,-11.120349617201548,-37.59697624803311
2800704,SE,Brejo Grande,BREJO GRANDE,-10.477277389865208,-36.473933177869625
2801009,SE,Campo do Brito,CAMPO DO BRITO,-10.766321883097302,-37.50066168401544
2801108,SE,Canhoba,CANHOBA,-10.148392705686888,-37.00073756589219
2801207,SE,Canindé de São Francisco,CANINDE DE SAO FRANCISCO,-9.70916924845119,-37.91800802986766
2801306,SE,Capela,CAPELA,-10.468751174859946,-37.036344264339846
2801405,SE,Carira,CARIRA,-10.363763281355205,-37.71055761958833
2801504,SE,Carmópolis,CARMOPOLIS,-10.664601621939726,-36.96607068334111
2801603,SE,Cedro de São João,CEDRO DE SAO JOAO,-10.266486297924146,-36.89917660216079
2801702,SE,Cristinápolis,CRISTINAPOLIS,-11.481980674316306,-37.73292845212286
2801900,SE,Cumbe,CUMBE,-10.348374698810474,-37.19579209375169
2802007,SE,Divina Pastora,DIVINA PASTORA,-10.675897637270984,-37.15662279117788
2802106,SE,Estância,ESTANCIA,-11.249506052362655,-37.39794191250897
2802205,SE,Feira Nova,FEIRA NOVA,-10.282565957169783,-37.32972520063874
2802304,SE,Frei Paulo,FREI PAULO,-10.522484716399019,-37.58988402733526
2802403,SE,Gararu,GARARU,-10.026997864804313,-37.2034006051967
2802502,SE,General Maynard,GENERAL MAYNARD,-10.69302839440305,-36.97108195790041
2802601,SE,Gracho Cardoso,GRACHO CARDOSO,-10.222567760863745,-37.21876415547938
2802700,SE,Ilha das Flores,ILHA DAS FLORES,-10.456623888323838,-36.55511538160239
2802809,SE,Indiaroba,INDIAROBA,-11.475491377059093,-37.52886799660494
2802908,SE,Itabaiana,ITABAIANA,-10.685591511268765,-37.421630073840895
2803005,SE,Itabaianinha,ITABAIANINHA,-11.258736121881253,-37.779185444975326
2803104,SE,Itabi,ITABI,-10.105879593403587,-37.143852294256845
2803203,SE,Itaporanga d'Ajuda,ITAPORANGA DAJUDA,-11.057702246834072,-37.31823914826319
2803302,SE,Japaratuba,JAPARATUBA,-10.553246259533248,-36.90298951836758
2803401,SE,Japoatã,JAPOATA,-10.436079216061,-36.788688859782475
2803500,SE,Lagarto,LAGARTO,-10.902704834021932,-37.66443696290371
2803609,SE,Laranjeiras,LARANJEIRAS,-10.804542095089174,-37.18616725100215
2803708,SE,Macambira,MACAMBIRA,-10.660041229662085,-37.59685676826676
2803807,SE,Malhada dos Bois,MALHADA DOS BOIS,-10.329222185248067,-36.944419106655396
2803906,SE,Malhador,MALHADOR,-10.67289106427188,-37.28779187597796
2804003,SE,Maruim,MARUIM,-10.730405104514583,-37.10523197569194
2804102,SE,Moita Bonita,MOITA BONITA,-10.593590926910291,-37.3404237878719
2804201,SE,Monte Alegre de Sergipe,MONTE ALEGRE DE SERGIPE,-10.064478711322222,-37.61606865941937
2804300,SE,Muribeca,MURIBECA,-10.384035544456417,-36.9590200627719
2804409,SE,Neópolis,NEOPOLIS,-10.34830351997438,-36.66039325329442
2804458,SE,Nossa Senhora Aparecida,NOSSA SENHORA APARECIDA,-10.358071557281406,-37.50494317463855
2804508,SE,Nossa Senhora da Glória,NOSSA SENHORA DA GLORIA,-10.177642124050458,-37.528371942268556
2804607,SE,Nossa Senhora das Dores,NOSSA SENHORA DAS DORES,-10.46659687478835,-37.24039381615199
2804706,SE,Nossa Senhora de Lourdes,NOSSA SENHORA DE LOURDES,-10.076788945329755,-37.01448396098826
2804805,SE,Nossa Senhora do Socorro,NOSSA SENHORA DO SOCORRO,-10.86383803656524,-37.14555356334551
2804904,SE,Pacatuba,PACATUBA,-10.519137452903959,-36.64696595021353
2805000,SE,Pedra Mole,PEDRA MOLE,-10.624811794793164,-37.68012297460276
2805109,SE,Pedrinhas,PEDRINHAS,-11.204419877790919,-37.658152208290176
2805208,SE,Pinhão,PINHAO,-10.563344028563753,-37.758097792592494
2805307,SE,Pirambu,PIRAMBU,-10.653890805336815,-36.80503696947152
2805406,SE,Poço Redondo,POCO REDONDO,-9.85009535556341,-37.708722745967776
2805505,SE,Poço Verde,POCO VERDE,-10.800710597090632,-38.12708237794064
2805604,SE,Porto da Folha,PORTO DA FOLHA,-9.913709166937009,-37.422436447494626
2805703,SE,Propriá,PROPRIA,-10.244918281834458,-36.80311546873322
2805802,SE,Riachão do Dantas,RIACHAO DO DANTAS,-11.033980395302727,-37.80044334436724
2805901,SE,Riachuelo,RIACHUELO,-10.730623413140755,-37.22528490221844
2806008,SE,Ribeirópolis,RIBEIROPOLIS,-10.503996333324103,-37.42937784141006
2806107,SE,Rosário do Catete,ROSARIO DO CATETE,-10.682467727595093,-37.03545164369561
2806206,SE,Salgado,SALGADO,-11.062673397111189,-37.480563624155366
2806305,SE,Santa Luzia do Itanhy,SANTA LUZIA DO ITANHY,-11.361799851734215,-37.505863765144554
2806404,SE,Santana do São Francisco,SANTANA DO SAO FRANCISCO,-10.28695073468935,-36.63670562309418
2806503,SE,Santa Rosa de Lima,SANTA ROSA DE LIMA,-10.632042334628048,-37.23608131940106
2806602,SE,Santo Amaro das Brotas,SANTO AMARO DAS BROTAS,-10.773651452533453,-36.98260570404559
2806701,SE,São Cristóvão,SAO CRISTOVAO,-10.962216434633476,-37.22043098979454
2806800,SE,São Domingos,SAO DOMINGOS,-10.782379286544966,-37.57475578200398
2806909,SE,São Francisco,SAO FRANCISCO,-10.335235195984188,-36.86692488890432
2807006,SE,São Miguel do Aleixo,SAO MIGUEL DO ALEIXO,-10.399385658170582,-37.36352058025385
2807105,SE,Simão Dias,SIMAO DIAS,-10.756452699834488,-37.82831662996481
2807204,SE,Siriri,SIRIRI,-10.574919968981286,-37.1252304832192
2807303,SE,Telha,TELHA,-10.19312806580485,-36.889515787955105
2807402,SE,Tobias Barreto,TOBIAS BARRETO,-11.042284920479771,-38.003151572279634
