CD_MUN,SIGLA_UF,NM_MUN,NM_MUN_NORM,lat,long
3170305,MG,Umburatiba,UMBURATIBA,-17.27238659888447,-40.666907176282386
3170404,MG,Unaí,UNAI,-16.375773321531046,-46.819558295865114
3170438,MG,União de Minas,UNIAO DE MINAS,-19.408436503101928,-50.34295175450618
3170479,MG,Uruana de Minas,URUANA DE MINAS,-16.092586935905228,-46.31961372334667
3170503,MG,Urucânia,URUCANIA,-20.32531357740173,-42.72979189456603
3170529,MG,Urucuia,URUCUIA,-16.028639194700656,-45.572878625097275
3170578,MG,Vargem Alegre,VARGEM ALEGRE,-19.603679706408176,-42.32129641875245
3170602,MG,Vargem Bonita,VARGEM BONITA,-20.43127715269325,-46.336151023875566
3170651,MG,Vargem Grande do Rio Pardo,VARGEM GRANDE DO RIO PARDO,-15.340663821877696,-42.298939940842736
3170701,MG,Varginha,VARGINHA,-21.557484453091938,-45.40910838356606
3170750,MG,Varjão de Minas,VARJAO DE MINAS,-18.466566719401165,-45.9351750887658
3170800,MG,Várzea da Palma,VARZEA DA PALMA,-17.49573998642406,-44.727268704890534
3170909,MG,Varzelândia,VARZELANDIA,-15.641475845999803,-43.93443005102727
3171006,MG,Vazante,VAZANTE,-17.86915228143874,-46.86762427566582
3171030,MG,Verdelândia,VERDELANDIA,-15.540189730836598,-43.62829997186933
3171071,MG,Veredinha,VEREDINHA,-17.487664819680443,-42.72524987805468
3171105,MG,Veríssimo,VERISSIMO,-19.602467276484948,-48.34091478251284
3171154,MG,Vermelho Novo,VERMELHO NOVO,-20.033985341910906,-42.254298734651066
3171204,MG,Vespasiano,VESPASIANO,-19.730940535951067,-43.94484551318987
3171303,MG,Viçosa,VICOSA,-20.74042000093761,-42.88551271332196
3171402,MG,Vieiras,VIEIRAS,-20.912644888724554,-42.28198571515503
3171501,MG,Mathias Lobato,MATHIAS LOBATO,-18.611134307834664,-41.92718237937697
3171600,MG,Virgem da Lapa,VIRGEM DA LAPA,-16.715470534672363,-42.33962488577865
3171709,MG,Virgínia,VIRGINIA,-22.34194059969984,-45.10851330379017
3171808,MG,Virginópolis,VIRGINOPOLIS,-18.791881065428466,-42.67029080308139
3171907,MG,Virgolândia,VIRGOLANDIA,-18.451669693564615,-42.31754594233556
3172004,MG,Visconde do Rio Branco,VISCONDE DO RIO BRANCO,-21.01157729617235,-42.839965021298475
3172103,MG,Volta Grande,VOLTA GRANDE,-21.75802234321775,-42.55735644708288
3172202,MG,Wenceslau Braz,WENCESLAU BRAZ,-22.55468339360539,-45.40136953593982
3200102,ES,Afonso Cláudio,AFONSO CLAUDIO,-20.089426735207073,-41.12651380105819
3200136,ES,Águia Branca,AGUIA BRANCA,-18.970334247228678,-40.749506048928225
3200169,ES,Água Doce do Norte,AGUA DOCE DO NORTE,-18.516648957812905,-40.996758542172344
3200201,ES,Alegre,ALEGRE,-20.71949619014003,-41.514935311349596
3200300,ES,Alfredo Chaves,ALFREDO CHAVES,-20.563900355429986,-40.82705622922008
3200359,ES,Alto Rio Novo,ALTO RIO NOVO,-19.02210777102553,-40.98720025078414
3200409,ES,Anchieta,ANCHIETA,-20.718677614040843,-40.68627301640037
3200508,ES,Apiacá,APIACA,-21.07213402413468,-41.554142288277916
3200607,ES,Aracruz,ARACRUZ,-19.7656225461295,-40.17614141094891
3200706,ES,Atílio Vivácqua,ATILIO VIVACQUA,-20.962208028168675,-41.1839902053315
3200805,ES,Baixo Guandu,BAIXO GUANDU,-19.572390241200953,-40.983781095092084
3200904,ES,Barra de São Francisco,BARRA DE SAO FRANCISCO,-18.666106052720405,-40.83116655332321
3201001,ES,Boa Esperança,BOA ESPERANCA,-18.484750461582262,-40.32913278217415
3201100,ES,Bom Jesus do Norte,BOM JESUS DO NORTE,-21.084462720831347,-41.633840478469764
3201159,ES,Brejetuba,BREJETUBA,-20.125373906128083,-41.29693939447718
3201209,ES,Cachoeiro de Itapemirim,CACHOEIRO DE ITAPEMIRIM,-20.766111245939666,-41.19099667612628
3201308,ES,Cariacica,CARIACICA,-20.29068699911196,-40.44204912599439
3201407,ES,Castelo,CASTELO,-20.551726905931304,-41.2039725666878
3201506,ES,Colatina,COLATINA,-19.488202860743694,-40.656791547672896
3201605,ES,Conceição da Barra,CONCEICAO DA BARRA,-18.445136923837783,-39.83336770188656
3201704,ES,Conceição do Castelo,CONCEICAO DO CASTELO,-20.370851622395218,-41.26590753355716
3201803,ES,Divino de São Lourenço,DIVINO DE SAO LOURENCO,-20.586796238939,-41.724462154294244
3201902,ES,Domingos Martins,DOMINGOS MARTINS,-20.307777940465147,-40.848974041715216
3202009,ES,Dores do Rio Preto,DORES DO RIO PRETO,-20.63500759635776,-41.81211084292702
3202108,ES,Ecoporanga,ECOPORANGA,-18.26558387287699,-40.80769334796116
3202207,ES,Fundão,FUNDAO,-19.96830494382748,-40.35679728336387
3202256,ES,Governador Lindenberg,GOVERNADOR LINDENBERG,-19.205368278123945,-40.50001600001808
3202306,ES,Guaçuí,GUACUI,-20.76342080814211,-41.705228685976415
3202405,ES,Guarapari,GUARAPARI,-20.58511085449715,-40.546130307115575
3202454,ES,Ibatiba,IBATIBA,-20.2507308406668,-41.55016837251123
3202504,ES,Ibiraçu,IBIRACU,-19.834798856938907,-40.41786715855492
3202553,ES,Ibitirama,IBITIRAMA,-20.48595603901509,-41.69262257451368
3202603,ES,Iconha,ICONHA,-20.75493561620658,-40.85746796433441
3202652,ES,Irupi,IRUPI,-20.331152304776868,-41.636806325372206
3202702,ES,Itaguaçu,ITAGUACU,-19.72856205727802,-40.86462507221155
3202801,ES,Itapemirim,ITAPEMIRIM,-20.96575738993287,-40.94466670132484
3202900,ES,Itarana,ITARANA,-19.94997489736642,-40.8889318623734
3203007,ES,Iúna,IUNA,-20.34848050810882,-41.65649959162345
3203056,ES,Jaguaré,JAGUARE,-18.94965066002725,-40.00410147546634
3203106,ES,Jerônimo Monteiro,JERONIMO MONTEIRO,-20.8046096826932,-41.39221810442226
3203130,ES,João Neiva,JOAO NEIVA,-19.715376604834574,-40.43688600474423
3203163,ES,Laranja da Terra,LARANJA DA TERRA,-19.87258116389337,-41.05772535413221
3203205,ES,Linhares,LINHARES,-19.382676726106926,-40.029374589293305
3203304,ES,Mantenópolis,MANTENOPOLIS,-18.87642356694064,-41.071723733660626
3203320,ES,Marataízes,MARATAIZES,-21.100053034439075,-40.893612808602775
3203346,ES,Marechal Floriano,MARECHAL FLORIANO,-20.43126849710652,-40.77390296364101
3203353,ES,Marilândia,MARILANDIA,-19.42974180701498,-40.52068140608344
3203403,ES,Mimoso do Sul,MIMOSO DO SUL,-21.088611526113016,-41.376770215513645
3203502,ES,Montanha,MONTANHA,-18.138867332873335,-40.27515034318816
3203601,ES,Mucurici,MUCURICI,-18.014801637628327,-40.51253295203065
3203700,ES,Muniz Freire,MUNIZ FREIRE,-20.426779229306575,-41.434972763057154
3203809,ES,Muqui,MUQUI,-20.938299253325262,-41.34392388544027
3203908,ES,Nova Venécia,NOVA VENECIA,-18.698426532154034,-40.52243448476329
3204005,ES,Pancas,PANCAS,-19.146810301710737,-40.81777790052044
3204054,ES,Pedro Canário,PEDRO CANARIO,-18.18243861240901,-40.03710135718079
3204104,ES,Pinheiros,PINHEIROS,-18.369893733174088,-40.19820088007139
3204203,ES,Piúma,PIUMA,-20.837765229089783,-40.77243594815799
3204252,ES,Ponto Belo,PONTO BELO,-18.250796321041417,-40.51425737573484
3204302,ES,Presidente Kennedy,PRESIDENTE KENNEDY,-21.140734677304785,-41.072073365321366
3204351,ES,Rio Bananal,RIO BANANAL,-19.230487142704956,-40.30821831648299
3204401,ES,Rio Novo do Sul,RIO NOVO DO SUL,-20.818089831901958,-40.91872137793654
3204500,ES,Santa Leopoldina,SANTA LEOPOLDINA,-20.123158561438558,-40.539257987914674
3204559,ES,Santa Maria de Jetibá,SANTA MARIA DE JETIBA,-20.08509931087038,-40.80638902273195
3204609,ES,Santa Teresa,SANTA TERESA,-19.879204645276324,-40.63485381733149
3204658,ES,São Domingos do Norte,SAO DOMINGOS DO NORTE,-19.12243837927213,-40.56668088874063
3204708,ES,São Gabriel da Palha,SAO GABRIEL DA PALHA,-18.95271719911816,-40.508464447373875
3204807,ES,São José do Calçado,SAO JOSE DO CALCADO,-20.982807415786827,-41.65566740899535
3204906,ES,São Mateus,SAO MATEUS,-18.749578845467678,-40.02030191836142
3204955,ES,São Roque do Canaã,SAO ROQUE DO CANAA,-19.71971274311335,-40.67948866300031
3205002,ES,Serra,SERRA,-20.12811891873249,-40.30162038651252
3205010,ES,Sooretama,SOORETAMA,-19.072641538808536,-40.14662064817015
3205036,ES,Vargem Alta,VARGEM ALTA,-20.64712372647142,-41.00492912059755
3205069,ES,Venda Nova do Imigrante,VENDA NOVA DO IMIGRANTE,-20.37042901537644,-41.140219911331926
3205101,ES,Viana,VIANA,-20.401053875910694,-40.51274219658587
3205150,ES,Vila Pavão,VILA PAVAO,-18.614241277152658,-40.62715547751002
3205176,ES,Vila Valério,VILA VALERIO,-18.96659380158415,-40.32950592266861
3205200,ES,Vila Velha,VILA VELHA,-20.434083741872453,-40.378255421964234
3205309,ES,Vitória,VITORIA,-20.30400979507119,-39.08796186697788
3300100,RJ,Angra dos Reis,ANGRA DOS REIS,-22.986551395537003,-44.352753097880814
3300159,RJ,Aperibé,APERIBE,-21.65229196760564,-42.13466555541076
3300209,RJ,Araruama,ARARUAMA,-22.755347067912247,-42.29290938550036
3300225,RJ,Areal,AREAL,-22.235399455589192,-43.12153804123432
3300233,RJ,Armação dos Búzios,ARMACAO DOS BUZIOS,-22.776208763986975,-41.94955073504717
3300258,RJ,Arraial do Cabo,ARRAIAL DO CABO,-22.925001144401616,-42.16000645197823
3300308,RJ,Barra do Piraí,BARRA DO PIRAI,-22.42566198381654,-43.91295870111173
3300407,RJ,Barra Mansa,BARRA MANSA,-22.50578278197718,-44.18830625685367
3300456,RJ,Belford Roxo,BELFORD ROXO,-22.728728488829937,-43.37756525692152
3300506,RJ,Bom Jardim,BOM JARDIM,-22.1997480943538,-42.3717262919213
3300605,RJ,Bom Jesus do Itabapoana,BOM JESUS DO ITABAPOANA,-21.12346253458602,-41.6832007568636
3300704,RJ,Cabo Frio,CABO FRIO,-22.71181655229,-42.05697347553069
3300803,RJ,Cachoeiras de Macacu,CACHOEIRAS DE MACACU,-22.516120625883964,-42.72841080455974
3300902,RJ,Cambuci,CAMBUCI,-21.49691714389622,-41.91465189135718
3300936,RJ,Carapebus,CARAPEBUS,-22.19595296509864,-41.65090366795233
3300951,RJ,Comendador Levy Gasparian,COMENDADOR LEVY GASPARIAN,-22.043771021812763,-43.25573982430646
3301009,RJ,Campos dos Goytacazes,CAMPOS DOS GOYTACAZES,-21.747661304054915,-41.404092161001955
3301108,RJ,Cantagalo,CANTAGALO,-21.86835481783612,-42.33388679585263
3301157,RJ,Cardoso Moreira,CARDOSO MOREIRA,-21.52545359295417,-41.500296543558655
3301207,RJ,Carmo,CARMO,-21.89542013010747,-42.56641215776414
3301306,RJ,Casimiro de Abreu,CASIMIRO DE ABREU,-22.481863615900522,-42.14423875670085
3301405,RJ,Conceição de Macabu,CONCEICAO DE MACABU,-22.136612655806385,-41.84657981095451
3301504,RJ,Cordeiro,CORDEIRO,-22.05880365923421,-42.342220615658896
3301603,RJ,Duas Barras,DUAS BARRAS,-22.055608861849183,-42.498044319151525
3301702,RJ,Duque de Caxias,DUQUE DE CAXIAS,-22.632491692335698,-43.29960646712588
3301801,RJ,Engenheiro Paulo de Frontin,ENGENHEIRO PAULO DE FRONTIN,-22.508285929042,-43.63609937413712
3301850,RJ,Guapimirim,GUAPIMIRIM,-22.583503963731008,-42.964015623483306
3301876,RJ,Iguaba Grande,IGUABA GRANDE,-22.827483074841023,-42.21801086029086
3301900,RJ,Itaboraí,ITABORAI,-22.75002119616274,-42.8543588334729
3302007,RJ,Itaguaí,ITAGUAI,-22.834673378472026,-43.81231817642353
3302056,RJ,Italva,ITALVA,-21.423908543871534,-41.6538310142495
3302106,RJ,Itaocara,ITAOCARA,-21.726890002131654,-42.08224211197979
3302205,RJ,Itaperuna,ITAPERUNA,-21.22509754020889,-41.89402488528764
3302254,RJ,Itatiaia,ITATIAIA,-22.44166282206724,-44.58784162926292
3302270,RJ,Japeri,JAPERI,-22.661924668239337,-43.605756119683704
3302304,RJ,Laje do Muriaé,LAJE DO MURIAE,-21.250102235014044,-42.13511873048636
3302403,RJ,Macaé,MACAE,-22.29580891826853,-41.97665205424549
3302452,RJ,Macuco,MACUCO,-22.024001414278583,-42.27353460407307
3302502,RJ,Magé,MAGE,-22.61262061404247,-43.11302474688266
3302601,RJ,Mangaratiba,MANGARATIBA,-22.954125611654153,-44.03803775755364
3302700,RJ,Maricá,MARICA,-22.915322470999207,-42.8169787369599
3302809,RJ,Mendes,MENDES,-22.521527752644673,-43.73976195660822
3302858,RJ,Mesquita,MESQUITA,-22.799313489278592,-43.45231512719714
3302908,RJ,Miguel Pereira,MIGUEL PEREIRA,-22.50649127312009,-43.46924089872361
3303005,RJ,Miracema,MIRACEMA,-21.39558315046212,-42.15220001127435
3303104,RJ,Natividade,NATIVIDADE,-21.041649890065997,-41.931263265313994
3303203,RJ,Nilópolis,NILOPOLIS,-22.8210672725917,-43.428951246142745
3303302,RJ,Niterói,NITEROI,-22.9149949819801,-43.05534165147147
3303401,RJ,Nova Friburgo,NOVA FRIBURGO,-22.319120469970287,-42.50103440070996
3303500,RJ,Nova Iguaçu,NOVA IGUACU,-22.68676081164195,-43.50183750473206
3303609,RJ,Paracambi,PARACAMBI,-22.617897880100173,-43.72151837176532
3303708,RJ,Paraíba do Sul,PARAIBA DO SUL,-22.181957716347036,-43.30432901909466
3303807,RJ,Paraty,PARATY,-23.148313591785755,-44.7062420373493
3303856,RJ,Paty do Alferes,PATY DO ALFERES,-22.367024885019394,-43.40397486367371
3303906,RJ,Petrópolis,PETROPOLIS,-22.397956635468034,-43.1568323490078
3303955,RJ,Pinheiral,PINHEIRAL,-22.543325650014573,-43.99754675283612
3304003,RJ,Piraí,PIRAI,-22.633588110423997,-43.901713736096134
3304102,RJ,Porciúncula,PORCIUNCULA,-20.90656426836742,-41.96958323792737
3304110,RJ,Porto Real,PORTO REAL,-22.441116641016563,-44.326041192499225
3304128,RJ,Quatis,QUATIS,-22.35515151194159,-44.23710290506559
3304144,RJ,Queimados,QUEIMADOS,-22.72541512060714,-43.58492243889665
3304151,RJ,Quissamã,QUISSAMA,-22.104799082253027,-41.44440495944217
3304201,RJ,Resende,RESENDE,-22.4406413433906,-44.48525771182229
3304300,RJ,Rio Bonito,RIO BONITO,-22.735015179159575,-42.58806702391895
3304409,RJ,Rio Claro,RIO CLARO,-22.78048167402468,-44.078377869655974
3304508,RJ,Rio das Flores,RIO DAS FLORES,-22.15989480158796,-43.53865961555242
3304524,RJ,Rio das Ostras,RIO DAS OSTRAS,-22.45424064207763,-41.946477796990294
3304557,RJ,Rio de Janeiro,RIO DE JANEIRO,-22.92319262449942,-43.45099032246508
3304607,RJ,Santa Maria Madalena,SANTA MARIA MADALENA,-21.969634473325648,-41.913477964253495
3304706,RJ,Santo Antônio de Pádua,SANTO ANTONIO DE PADUA,-21.55561576027419,-42.19287912856925
3304755,RJ,São Francisco de Itabapoana,SAO FRANCISCO DE ITABAPOANA,-21.4176132808637,-41.1351697408777
3304805,RJ,São Fidélis,SAO FIDELIS,-21.659901893874924,-41.786981986336606
3304904,RJ,São Gonçalo,SAO GONCALO,-22.82561799332497,-42.99700535296983
3305000,RJ,São João da Barra,SAO JOAO DA BARRA,-21.78219317305979,-41.08080240388983
3305109,RJ,São João de Meriti,SAO JOAO DE MERITI,-22.78514839074007,-43.36530438036786
3305133,RJ,São José de Ubá,SAO JOSE DE UBA,-21.370818026031976,-41.949264543001426
3305158,RJ,São José do Vale do Rio Preto,SAO JOSE DO VALE DO RIO PRETO,-22.16972647778762,-42.932522614019135
3305208,RJ,São Pedro da Aldeia,SAO PEDRO DA ALDEIA,-22.78836410429974,-42.12606725534098
3305307,RJ,São Sebastião do Alto,SAO SEBASTIAO DO ALTO,-21.88335546855717,-42.102242985047816
3305406,RJ,Sapucaia,SAPUCAIA,-22.024124318211033,-42.82281689084521
3305505,RJ,Saquarema,SAQUAREMA,-22.878145050049852,-42.51883860836446
3305554,RJ,Seropédica,SEROPEDICA,-22.75553795820715,-43.69856840150015
3305604,RJ,Silva Jardim,SILVA JARDIM,-22.567578026380687,-42.41335466643532
3305703,RJ,Sumidouro,SUMIDOURO,-22.10707832159077,-42.6641969391967
3305752,RJ,Tanguá,TANGUA,-22.782187432743438,-42.725448500763
3305802,RJ,Teresópolis,TERESOPOLIS,-22.31407124597718,-42.87337676038297
3305901,RJ,Trajano de Moraes,TRAJANO DE MORAES,-22.12974964629114,-42.15496290872318
3306008,RJ,Três Rios,TRES RIOS,-22.12473148194877,-43.11215154210727
3306107,RJ,Valença,VALENCA,-22.23422450387903,-43.857526345231946
3306156,RJ,Varre-Sai,VARRESAI,-20.89292654048747,-41.82970966618035
3306206,RJ,Vassouras,VASSOURAS,-22.358558166354335,-43.56972986680675
3306305,RJ,Volta Redonda,VOLTA REDONDA,-22.490923223407727,-44.08893111438001
3500105,SP,Adamantina,ADAMANTINA,-21.576682209710174,-51.05680235888631
3500204,SP,Adolfo,ADOLFO,-21.288685099049466,-49.653283441369034
3500303,SP,Aguaí,AGUAI,-22.049956301882723,-47.04031989663308
3500402,SP,Águas da Prata,AGUAS DA PRATA,-21.91371032469216,-46.69167760740888
3500501,SP,Águas de Lindóia,AGUAS DE LINDOIA,-22.47482317289741,-46.60367208046506
3500550,SP,Águas de Santa Bárbara,AGUAS DE SANTA BARBARA,-22.85795484122583,-49.26103703439292
3500600,SP,Águas de São Pedro,AGUAS DE SAO PEDRO,-22.598649678229584,-47.87608966459292
3500709,SP,Agudos,AGUDOS,-22.57193420657441,-49.108767544623646
3500758,SP,Alambari,ALAMBARI,-23.548927032201266,-47.869055057576176
3500808,SP,Alfredo Marcondes,ALFREDO MARCONDES,-21.934972949979937,-51.3956549721704
3500907,SP,Altair,ALTAIR,-20.53333778589958,-49.09386081836458
3501004,SP,Altinópolis,ALTINOPOLIS,-21.01804725234924,-47.38624830056932
3501103,SP,Alto Alegre,ALTO ALEGRE,-21.61253978222604,-50.192116768054305
3501152,SP,Alumínio,ALUMINIO,-23.533000387101094,-47.2812476309352
3501202,SP,Álvares Florence,ALVARES FLORENCE,-20.2895544339446,-49.92025146195953
3501301,SP,Álvares Machado,ALVARES MACHADO,-22.13150467364111,-51.51492033404608
3501400,SP,Álvaro de Carvalho,ALVARO DE CARVALHO,-22.08652416207136,-49.73398937748538
3501509,SP,Alvinlândia,ALVINLANDIA,-22.452552211311733,-49.758530645239254
3501608,SP,Americana,AMERICANA,-22.723242944418878,-47.28911884947512
3501707,SP,Américo Brasiliense,AMERICO BRASILIENSE,-21.72232780050794,-48.03237734819964
3501806,SP,Américo de Campos,AMERICO DE CAMPOS,-20.289386107520485,-49.7680179450057
3501905,SP,Amparo,AMPARO,-22.699128783001367,-46.79872856228332
3502002,SP,Analândia,ANALANDIA,-22.121084616140962,-47.6779553487629
3502101,SP,Andradina,ANDRADINA,-20.835600179919243,-51.32971778016221
3502200,SP,Angatuba,ANGATUBA,-23.436841874274414,-48.459334166650805
3502309,SP,Anhembi,ANHEMBI,-22.800067362165656,-48.174731117017885
3502408,SP,Anhumas,ANHUMAS,-22.36202428568032,-51.427779446106925
3502507,SP,Aparecida,APARECIDA,-22.914206047031016,-45.23721921878075
3502606,SP,Aparecida d'Oeste,APARECIDA DOESTE,-20.478803391848775,-50.92197726224436
3502705,SP,Apiaí,APIAI,-24.421470334550484,-48.81735731096277
3502754,SP,Araçariguama,ARACARIGUAMA,-23.434433876364874,-47.07237501858213
3502804,SP,Araçatuba,ARACATUBA,-21.113857855851315,-50.574498088483715
3502903,SP,Araçoiaba da Serra,ARACOIABA DA SERRA,-23.54386392188956,-47.651535716947215
3503000,SP,Aramina,ARAMINA,-20.14504603422698,-47.820643770976226
3503109,SP,Arandu,ARANDU,-23.177696543370825,-49.06403335659117
3503158,SP,Arapeí,ARAPEI,-22.67291126361345,-44.43858939220539
3503208,SP,Araraquara,ARARAQUARA,-21.791649697510554,-48.181322488510474
3503307,SP,Araras,ARARAS,-22.346158922721948,-47.32385600921753
3503356,SP,Arco-Íris,ARCOIRIS,-21.766339478604216,-50.430942768975214
3503406,SP,Arealva,AREALVA,-22.076296567308894,-48.981893111349
3503505,SP,Areias,AREIAS,-22.67313147819866,-44.7123536327411
3503604,SP,Areiópolis,AREIOPOLIS,-22.63182021785481,-48.65284536029706
3503703,SP,Ariranha,ARIRANHA,-21.18566540036932,-48.77921260441753
3503802,SP,Artur Nogueira,ARTUR NOGUEIRA,-22.561197670556805,-47.132152766747815
3503901,SP,Arujá,ARUJA,-23.38601841600006,-46.319051020516405
3503950,SP,Aspásia,ASPASIA,-20.18355893273882,-50.7280303729248
3504008,SP,Assis,ASSIS,-22.601741216102067,-50.4207627378773
3504107,SP,Atibaia,ATIBAIA,-23.123261995092243,-46.58678741314156
3504206,SP,Auriflama,AURIFLAMA,-20.64414216144202,-50.57995993584177
3504305,SP,Avaí,AVAI,-22.187185930809456,-49.31621175231933
3504404,SP,Avanhandava,AVANHANDAVA,-21.460541235867396,-49.94735220676309
3504503,SP,Avaré,AVARE,-23.075190074073802,-48.89401493105687
3504602,SP,Bady Bassitt,BADY BASSITT,-20.93153512435699,-49.43761997415324
3504701,SP,Balbinos,BALBINOS,-21.8924120824592,-49.33308237752209
3504800,SP,Bálsamo,BALSAMO,-20.70956489904202,-49.55180190867629
3504909,SP,Bananal,BANANAL,-22.733834117589318,-44.334519231029724
3505005,SP,Barão de Antonina,BARAO DE ANTONINA,-23.58291470174615,-49.57195843055979
3505104,SP,Barbosa,BARBOSA,-21.290658716875722,-49.922167506884726
3505203,SP,Bariri,BARIRI,-22.066806690350347,-48.718837625570224
3505302,SP,Barra Bonita,BARRA BONITA,-22.479478431443738,-48.54174727670276
3505351,SP,Barra do Chapéu,BARRA DO CHAPEU,-24.443776608739416,-49.08527977612652
3505401,SP,Barra do Turvo,BARRA DO TURVO,-24.888742093553724,-48.426973683390074
3505500,SP,Barretos,BARRETOS,-20.514164963431604,-48.65194948339285
3505609,SP,Barrinha,BARRINHA,-21.23254841675386,-48.09505531388835
3505708,SP,Barueri,BARUERI,-23.505279159539032,-46.8772496627379
3505807,SP,Bastos,BASTOS,-21.950218008195723,-50.74399731818373
3505906,SP,Batatais,BATATAIS,-20.86779895619869,-47.574773726622155
3506003,SP,Bauru,BAURU,-22.253991891686105,-49.12613467591135
3506102,SP,Bebedouro,BEBEDOURO,-20.94045111878992,-48.51074879599642
3506201,SP,Bento de Abreu,BENTO DE ABREU,-21.331755150251567,-50.86196145489875
3506300,SP,Bernardino de Campos,BERNARDINO DE CAMPOS,-23.0307695321978,-49.491898259590506
3506359,SP,Bertioga,BERTIOGA,-23.759764591128313,-46.03002161901224
3506409,SP,Bilac,BILAC,-21.427789753979376,-50.47926665238929
3506508,SP,Birigui,BIRIGUI,-21.261606271787688,-50.35097257882743
3506607,SP,Biritiba Mirim,BIRITIBA MIRIM,-23.624165349900593,-46.021322792123044
3506706,SP,Boa Esperança do Sul,BOA ESPERANCA DO SUL,-21.93501156827857,-48.463591991569366
3506805,SP,Bocaina,BOCAINA,-22.10543031009331,-48.52905087842213
3506904,SP,Bofete,BOFETE,-23.128969646609505,-48.285871475926186
3507001,SP,Boituva,BOITUVA,-23.287583963291468,-47.67496125392042
3507100,SP,Bom Jesus dos Perdões,BOM JESUS DOS PERDOES,-23.172519991124148,-46.478978865648855
3507159,SP,Bom Sucesso de Itararé,BOM SUCESSO DE ITARARE,-24.31593615338059,-49.16457959259559
3507209,SP,Borá,BORA,-22.2442169938587,-50.50212705838705
3507308,SP,Boracéia,BORACEIA,-22.17014734484704,-48.7883311834175
3507407,SP,Borborema,BORBOREMA,-21.6107769663005,-49.07199112726622
3507456,SP,Borebi,BOREBI,-22.6806674923109,-48.992319779783784
3507506,SP,Botucatu,BOTUCATU,-22.86344219344218,-48.468321927010514
3507605,SP,Bragança Paulista,BRAGANCA PAULISTA,-22.938353792140624,-46.555947572834064
3507704,SP,Braúna,BRAUNA,-21.553107015586882,-50.3393924943273
3507753,SP,Brejo Alegre,BREJO ALEGRE,-21.176553747770733,-50.2097805962183
3507803,SP,Brodowski,BRODOWSKI,-21.049535094595292,-47.6277722137429
3507902,SP,Brotas,BROTAS,-22.273290701066845,-48.08122541247355
3508009,SP,Buri,BURI,-23.75202964564482,-48.57531132038647
3508108,SP,Buritama,BURITAMA,-21.049113553546505,-50.20022090762454
3508207,SP,Buritizal,BURITIZAL,-20.20931773851544,-47.69293417308689
3508306,SP,Cabrália Paulista,CABRALIA PAULISTA,-22.489451244197028,-49.37299065177085
3508405,SP,Cabreúva,CABREUVA,-23.30130622308987,-47.08020582569488
3508504,SP,Caçapava,CACAPAVA,-23.10372757595891,-45.71330737127739
3508603,SP,Cachoeira Paulista,CACHOEIRA PAULISTA,-22.702376245987658,-44.99166992815384
3508702,SP,Caconde,CACONDE,-21.539514455997807,-46.61703822602587
3508801,SP,Cafelândia,CAFELANDIA,-21.731145816438485,-49.548684425101015
3508900,SP,Caiabu,CAIABU,-21.949764225989032,-51.2238887207507
3509007,SP,Caieiras,CAIEIRAS,-23.375931807435485,-46.74522650904694
3509106,SP,Caiuá,CAIUA,-21.80145656696958,-51.9866384642689
3509205,SP,Cajamar,CAJAMAR,-23.351431713112493,-46.872034993920145
3509254,SP,Cajati,CAJATI,-24.772045041495442,-48.1950300657588
3509304,SP,Cajobi,CAJOBI,-20.87367604529707,-48.83876505174625
3509403,SP,Cajuru,CAJURU,-21.275957981753642,-47.31029385060648
3509452,SP,Campina do Monte Alegre,CAMPINA DO MONTE ALEGRE,-23.60682527351254,-48.442034609263054
3509502,SP,Campinas,CAMPINAS,-22.883760077876,-47.04379960559564
3509601,SP,Campo Limpo Paulista,CAMPO LIMPO PAULISTA,-23.217917976579393,-46.76005648228938
3509700,SP,Campos do Jordão,CAMPOS DO JORDAO,-22.701628020126048,-45.533069046412926
3509809,SP,Campos Novos Paulista,CAMPOS NOVOS PAULISTA,-22.610867493860855,-50.01028192898719
3509908,SP,Cananéia,CANANEIA,-25.018446395651285,-48.00856650786885
3509957,SP,Canas,CANAS,-22.730070275739777,-45.04135636739977
3510005,SP,Cândido Mota,CANDIDO MOTA,-22.808684621534688,-50.42167474769366
3510104,SP,Cândido Rodrigues,CANDIDO RODRIGUES,-21.34283279313923,-48.628624002427934
3510153,SP,Canitar,CANITAR,-23.01872703173098,-49.79187450243417
3510203,SP,Capão Bonito,CAPAO BONITO,-24.039201550382653,-48.28984088795156
3510302,SP,Capela do Alto,CAPELA DO ALTO,-23.467387858247427,-47.730988693580166
3510401,SP,Capivari,CAPIVARI,-22.980729486161582,-47.4780187961439
3510500,SP,Caraguatatuba,CARAGUATATUBA,-23.639657621227308,-45.48810339651215
3510609,SP,Carapicuíba,CARAPICUIBA,-23.550040639085896,-46.84192849495833
3510708,SP,Cardoso,CARDOSO,-20.06719289375892,-49.947589530576444
3510807,SP,Casa Branca,CASA BRANCA,-21.800547594227222,-47.08812715994045
3510906,SP,Cássia dos Coqueiros,CASSIA DOS COQUEIROS,-21.26327901218047,-47.14409074432107
3511003,SP,Castilho,CASTILHO,-20.89761044128661,-51.57025185523093
3511102,SP,Catanduva,CATANDUVA,-21.13376424131754,-48.96368835863458
3511201,SP,Catiguá,CATIGUA,-21.06284358054796,-49.05280114141941
3511300,SP,Cedral,CEDRAL,-20.913887281360207,-49.26390573772671
